toraj	torej
imel	imel
pomagati	pomagati
?	?
oſem_ino_trideſet	osemintrideset
let	let
bolan	bolan
.	.
na	na
ſvetlobo	svetlobo
dane	dane
od	od
z.	c.
k.	k.
kmetijſke	kmetijske
drushbe	družbe
.	.
”	”
ſta	sta
djala	dejala
obá	oba
,	,
„	„
takrat	takrat
ſva	sva
ſe	se
zhudila	čudila
,	,
koliko	koliko
ſva	sva
ſtoríla	storila
,	,
de	da
ſva	sva
vama	vama
shívljênje	življenje
puſtila	pustila
.	.
v.	v.
bres	brez
madeſha	madeža
vsega	vsega
spozheta	spočeta
je	je
bla	bila
:	:
*	*
nje	nje
zhistost	čistost
ta	ta
kazha	kača
nigdar	nikdar
ni	ni
vpizh'la	pičila
.	.
od	od
kerſhanſke	krščanske
ljubesni	ljubezni
ushgani	vžgani
,	,
ſo	so
ſe	se
v'	v
tej	tej
ſoſeſki	soseski
dobrotniki	dobrotniki
snaſhli	znašli
,	,
kir	ki
ſo	so
s	s
tim	tem
korzam	korcem
petdeſetim	petdesetim
nar_bolj	najbolj
potrebnim	potrebnim
v	v
strashiſhu	stražišču
tako	tako
imenovano	imenovano
rumfortorſko	rumfordsko
shupo	župo
deliti	deliti
puſtili	pustili
in	in
ſo	so
jih	jih
tako	tako
v	v
narhujſhim	najhujšem
zhaſu	času
preshiveli	preživeli
.	.
varvej	varuj
se	se
shepetavzov	šepetalcev
,	,
ſakaj	zakaj
ony	oni
so	so
sathanovi	satanovi
hlapzi	hlapci
,	,
ter	ter
drugega	drugega
nadellajo	ne_delajo
,	,
koker	kakor
sume	sume
,	,
inu	in
pohujshanje	pohujšanje
.	.
v	v
ſredi	sredi
derveſa	drevesa
,	,
kjér	kjer
je	je
she	že
léſ	les
ſtrohnel	strohnel
,	,
ſo	so
naredili	naredili
ſtanizo	stanico
(	(
zimmer	zimmer
)	)
12	12
zhevljev	čevljev
dolgo	dolgo
in	in
ſhiroko	široko
in	in
9	9
viſoko	visoko
;	;
na	na
ſrédi	sredi
ſtoji	stoji
misa	miza
,	,
okrog	okrog
ktere	katere
imá	ima
12	12
ljudi	ljudi
dovolj	dovolj
proſtora	prostora
.	.
zyl	cilj
inu	in
konèz	konec
doſęshe	doseže
?	?
,	,
skosi	skozi
te	te
bukve	bukve
poduzhenim	podučenim
vam	vam
bo	bo
tudi	tudi
lahko	lahko
,	,
pametnimu	pametnemu
sdravniku	zdravniku
sa	za
shivino	živino
,	,
komur	komur
ſvojo	svojo
bolno	bolno
shivino	živino
osdravljati	ozdravljati
daſte	daste
,	,
na	na
roko	roko
iti	iti
.	.
to	to
okoli	okoli
30.	30.
dné	dne
po	po
ſvojim	svojem
rojſtvu	rojstvu
ſtoré	store
.	.
vſe	vse
ſvete	svete
verſte	vrste
isvelizhanih	zveličanih
duhov	duhov
sa	za
naſs	nas
boga	boga
proſite	prosite
.	.
hodi	hodi
ſà	za
mano	mano
.	.
jes	jaz
,	,
njegova	njegova
mati	mati
zhem	hočem
tedaj	tedaj
botra	botra
,	,
ozhéta	očeta
in	in
duhovna	duhovna
naméſtovati	namestovati
.	.
shita	žita
poleshejo	poležejo
,	,
de	da
potém	potem
le	le
ſlamo	slamo
,	,
ne	ne
pa	pa
polniga	polnega
sernja	zrnja
nedoneſejo	ne_donesejo
,	,
ako	ako
je	je
preobilno	preobilno
zherne	črne
ali	ali
shive	žive
perſti	prsti
po	po
njivah	njivah
.	.
tempelj	tempelj
ga	ga
ne	ne
moram	morem
poſlati	poslati
.	.
smiraj	zmeraj
je	je
v	v
genovefini	genovefini
ſôbi	sobi
ſedèl	sedel
in	in
nikamor	nikamor
dalje	dalje
ni	ni
ſhel	šel
,	,
kakor	kakor
v	v
kapélizo	kapelico
v	v
gradu	gradu
.	.
okoli	okoli
treh	treh
popoldne	popoldne
,	,
ko	ko
je	je
njegovo	njegovo
terpljenje	trpljenje
do	do
verha	vrha
perkipélo	prikipelo
,	,
je	je
s'	z
saupanjem	zaupanjem
v'	v
nebeſhkiga	nebeškega
ozheta	očeta
saklizal	zaklical
:	:
„	„
moj	moj
bog	bog
,	,
moj	moj
bog	bog
!	!
29.	29.
ali	ali
ſe	se
ne	ne
kupita	kupita
dva	dva
grabza	vrabca
sa	za
en	en
bèlizh	belič
,	,
inu	in
is	iz
tihiſtih	taistih
edèn	eden
ne	ne
bó	bo
padèl	padel
na	na
sęmlo	zemljo
bres	brez
vaſhiga	vašega
ozhęta	očeta
.	.
murva	murva
ſizer	sicer
v	v
vſakim	vsakem
toraj	torej
2.	2.
karkol	karkoli
sem	sem
dellala	delala
,	,
mislela	mislila
,	,
ali	ali
govorila	govorila
,	,
sem	sem
k'	k
boſhji	božji
zhaſti	časti
obrazhala	obračala
,	,
inu	in
ſatu	zato
sem	sem
jeſt	jaz
toku	tako
ſlo	zelo
ſasluſhenja	zasluženja
polna	polna
v'	v
nebesa	nebesa
notershla	noter_šla
.	.
pa	pa
ne	ne
le	le
zerkvena	cerkvena
oprava	oprava
in	in
orodje	orodje
,	,
temuzh	temveč
tudi	tudi
podobe	podobe
angelzov	angelcev
in	in
ſvetnikov	svetnikov
ſe	se
raslozhijo	razločijo
nemſhke	nemške
od	od
italianſkih	italijanskih
)	)
genovefa	genovefa
je	je
ſvôjo	svojo
roko	roko
na	na
njegovo	njegovo
kodraſto	kodrasto
glavo	glavo
poloshila	položila
in	in
s	z
globoko	globoko
ganjenim	ganjenim
glaſam	glasom
djala	dejala
:	:
„	„
bog	bog
te	te
oblagri	oblagri
,	,
moj	moj
ſin	sin
,	,
in	in
jesuſ	jezus
kriſtuſ	kristus
bodi	bodi
s	s
tebój	teboj
,	,
in	in
njegov	njegov
duh	duh
naj	naj
te	te
vodi	vodi
in	in
vlada	vlada
,	,
de	da
boſh	boš
dober	dober
zhlovek	človek
in	in
nikoli	nikoli
,	,
prav	prav
nikoli	nikoli
kaj	kaj
hudiga	hudega
ne	ne
ſtoriſh	storiš
,	,
in	in
de	da
te	te
bom	bom
v	v
nebeſih	nebesih
,	,
sopet	zopet
viditi	videti
mogla	mogla
!	!
preſtraſheni	prestrašeni
púhnejo	puhnejo
kralj	kralj
ino	in
vſe	vse
ljudſtvo	ljudstvo
is	iz
ſpanja	spanja
.	.
5.	5.
s.	s.
poslednu	poslednje
vojle	olje
.	.
svelizhar	zveličar
je	je
bil	bil
she	že
v'	v
tempelj	tempelj
bogu	bogu
v'	v
dar	dar
perneſen	prinesen
.	.
per	pri
ſ.	s.
luzii	luciji
pod	pod
goro	goro
ſo	so
bili	bili
vinogradi	vinogradi
,	,
kakor	kakor
urbar	urbar
badolſke	badolske
graſhine	graščine
prizha	priča
.	.
jeſt	jaz
ſim	sem
to	to
koj	takoj
ſkuſil	skusil
,	,
in	in
ſe	se
priprizhal	prepričal
,	,
de	da
je	je
reſ	res
.	.
vgaſnila	ugasnila
,	,
tvoj	tvoj
luſht	luštom
do	do
tę	te
perſhone	peršone
bo	bo
minul	minil
,	,
inu	in
takrat	takrat
boſh	boš
ſpreględal	spregledal
,	,
ali	ali
preposnu	prepozno
.	.
“	“
jesuſ	jezus
odgovorí	odgovori
:	:
„	„
naj	naj
bo	bo
sa	za
sdaj	zdaj
,	,
ker	ker
ſe	se
ſpodobi	spodobi
,	,
de	da
ſe	se
vſim	vsem
boshjim	božjim
ſklepam	sklepom
podvershemo	podvržemo
.	.
tu	to
bode	bo
tebi	tebi
ena	ena
pravizhna	pravična
mira	mera
,	,
po	po
katiri	kateri
se	si
ti	ti
njim	njim
v'	v
mladoſti	mladosti
mirel	meril
,	,
inu	in
enu	eno
enakershnu	enako
pourazhilu	povračilo
,	,
kar	kar
se	si
se	si
v'	v
mladeh	mladih
lejtah	letih
ſasluſhil	zaslužil
.	.
kjé	kje
ſte	ste
pa	pa
bili	bili
tako	tako
dolgo	dolgo
?	?
te	te
rezhy	reči
v'	v
sakon	zakon
ſtopiti	stopiti
prepovędo	prepovedo
,	,
ke	ko
je	je
pak	pa
she	že
sklenen	sklenjen
:	:
tok'	tako
ga	ga
tudi	tudi
resderó	razderejo
.	.
jàs	jaz
pa	pa
savpijem	zavpijem
,	,
kolikor	kolikor
ſim	sem
mogla	mogla
;	;
tedaj	tedaj
je	je
plajſh	plašč
popúſtil	popustil
,	,
ino	in
je	je
béshal	bežal
!	!
zhe	če
bosh	boš
pogublen	pogubljen
,	,
toku	tako
namoresh	ne_moreš
ti	ti
boga	boga
ſa	za
tu	to
nezh	nič
dolſhiti	dolžiti
,	,
temuzh	temveč
le	le
tvojo	tvojo
malupridno	malopridno
volo	voljo
,	,
katira	katera
ni	ni
othla	hotela
boſhjo	božjo
gnado	gnado
poshlushati	poslušati
,	,
inu	in
nje	njej
pokorna	pokorna
biti	biti
;	;
ſakaj	zakaj
te	te
notrejne	notranje
gnade	gnade
ti	ti
dergazhi	drugače
naſanuzash	ne_zanucaš
,	,
koker	kakor
rajmno	rajmno
na	na
to	to
viſho	vižo
koker	kakor
te	te
vunajne	vnanje
dary	darove
tega	tega
ſhivota	života
.	.
no	no
v'	v
kvarte	karte
samiſhleni	zamišljeni
,	,
jim	jim
ni	ni
v'	v
glavo	glavo
padlo	padlo
,	,
kako	kako
ſi	si
bil	bil
ti	ti
shivesha	živeža
potreben	potreben
;	;
ſhe	še
niſo	niso
ſi	si
vrajtali	vrajtali
,	,
tebi	tebi
kak	kak
dnar	denar
podati	podati
,	,
ter	ter
te	te
s'	s
zhem	čim
malim	malim
rasveſeliti	razveseliti
,	,
ako	ako
ſo	so
ravno	ravno
morde	morda
tiſto	tisto
jutro	jutro
ſtokrat	stokrat
toljko	toliko
sajigrali	zaigrali
.	.
ſaj	saj
od	od
tę	te
zeremonije	ceremonije
nigdar	nikdar
ní	ni
blo	bilo
ſliſhat	slišati
v'	v
krajnſki	kranjski
desheli	deželi
.	.
”	”
puſtil	pustil
je	je
ptizhizo	ptičico
po	po
hiſhi	hiši
letati	letati
,	,
ino	in
je	je
bil	bil
ſhe	še
bolj	bolj
veſél	vesel
,	,
kér	ker
ni	ni
plaha	plaha
bila	bila
,	,
ter	ter
je	je
muhe	muhe
po	po
hiſhi	hiši
pobérala	pobirala
,	,
is	iz
loſhaniga	loščenega
koriteza	koritca
drobno	drobno
naresano	narezano
korenje	korenje
sobala	zobala
,	,
drobtinze	drobtinice
prav	prav
po	po
domazhe	domače
jiſkala	iskala
,	,
ino	in
ſe	se
v'	v
mali	mali
poſodvizi	posodici
,	,
v'	v
kateri	kateri
je	je
vode	vode
imela	imela
,	,
kòpala	kopala
.	.
jesus	jezus
je	je
njemu	njemu
odgovoruv	odgovoril
:	:
ozhesh	hočeš
ti	ti
tvojo	tvojo
duſho	dušo
sa	za
me	me
poſtaviti	postaviti
?	?
”	”
kadar	kadar
je	je
sa	za
ohranjênje	ohranjanje
ſvôjiga	svojega
shivljênja	življenja
ſkerbéla	skrbela
,	,
in	in
kadar	kadar
ji	ji
je	je
shaloſt	žalost
ſerze	srce
rasjédala	razjedala
,	,
in	in
zhe	če
je	je
po_tém	potem
kakiga	kakega
lépiga	lepega
jutra	jutra
prijétno	prijetno
pétje	petje
ptizhev	ptičev
ſliſhala	slišala
,	,
je	je
rekla	rekla
:	:
„	„
tako	tako
ſte	ste
veſéle	vesele
in	in
bresſkerbne	brezskrbne
,	,
male	male
radoſtne	radostne
ſtvárize	stvarce
,	,
in	in
tako	tako
radoſtno	radostno
pojete	pojete
!	!
kaj	kaj
gredo_tebi_tvojega_bliſhnega_falerji_am	amgredo
tebi	tebi
tvojega	tvojega
bliſhnega	bližnjega
falerji	falerji
,	,
de	da
njeh	njih
po	po
soseski	soseski
reſnashash	raznašaš
?	?
taku	tako
yſhejo	iščejo
eni	eni
bogaſtvu	bogastvo
,	,
drugi	drugi
gredo	gredo
po	po
njih	njih
ſlęjpim	slepem
nagnenji	nagnenju
,	,
ali	ali
ti	ti
o	o
moj	moj
bog	bog
,	,
niſi	nisi
k'	k
njih	njih
ohzeti	ohceti
povablen	povabljen
,	,
ti	ti
niſi	nisi
leta	le-ta
sakon	zakon
ſklenil	sklenil
.	.
matizh.	matič.
njegov	njegov
nauk	nauk
ſe	se
je	je
smiraj	zmeraj
bolj	bolj
rasglaſoval	razglašal
,	,
ino	in
je	je
smiraj	zmeraj
vezhi	večji
ſad	sad
rodil	rodil
.	.
s'	iz
koga	koga
ali	ali
zhesa	česa
pa	pa
pridejo	pridejo
ti	ti
kebri	kebri
?	?
pole	pole
,	,
ura	ura
je	je
pershla	prišla
,	,
inu	in
syn	sin
tiga	tega
zhloveka	človeka
bo	bo
isdan	izdan
v'	v
toke	roke
teh	teh
greſhnikov	grešnikov
.	.
môje	moje
okó	oko
ne	ne
bo	bo
vezh	več
ſolnza	sonca
gledalo	gledalo
,	,
in	in
môje	moje
uhó	uho
potlej	potlej
vezh	več
ne	ne
bo	bo
tvôjiga	tvojega
glaſú	glasu
ſliſhalo	slišalo
.	.
“	“
—	—
ta	ta
bolnik	bolnik
ſi	si
je	je
bil	bil
tedaj	tedaj
,	,
kakor	kakor
ſhe	še
vezh	več
drusih	drugih
,	,
ki	ki
ſo	so
ſe	se
v'	v
tej	tej
bolniſhnizi	bolnišnici
valjali	valjali
,	,
s'	z
grehi	grehi
ſvoje	svoje
mladoſti	mladosti
tolikanj	tolikanj
terpljenja	trpljenja
nakopal	nakopal
.	.
—	—
no	no
,	,
ti	ti
vshę	že
morem	moram
verjęti	verjeti
.	.
oni	oni
,	,
oni	oni
,	,
vaſha	vaša
gnada	gnada
.	.
grôfova	grofova
volja	volja
je	je
taka	taka
!	!
”	”
xxv.	xxv.
na	na
hlapon	hlapon
perpetimi	pripetimi
vkup	vkup
naj	naj
bo	bo
vosovlak	vozovlak
(	(
train	train
)	)
imenovana	imenovana
.	.
o	o
,	,
kaj	kaj
ſim	sem
ſtoril	storil
,	,
de	da
ſim	sem
te	te
tako	tako
hudo	hudo
—	—
hudo	hudo
rasshalil	razžalil
!	!
loshi	lažje
je	je
kebre	kebre
loviti	loviti
ino	in
satreti	zatreti
,	,
preden	preden
naprejſhno	naprejšno
salego	zalego
snèſejo	znesejo
.	.
xxxvii	xxxvii
.	.
pa	pa
nihzhè	nihče
ni	ni
sa	za
grôb	grob
védel	vedel
;	;
sakaj	zakaj
moshá	moža
,	,
ki	ki
ſta	sta
jo	jo
bila	bila
v	v
ſmert	smrt
peljala	peljala
,	,
ſta	sta
kmalo	kmalu
po_tem	potem
sginila	izginila
in	in
nihzhè	nihče
ju	ju
vezh	več
ni	ni
najti	najti
védel	vedel
.	.
takrat	takrat
tomasha	tomaža
ni	ni
bilo	bilo
med	med
apoſteljni	apostoli
.	.
al	ali
ſi	si
pak	pa
tudi	tudi
premiſlil	premislil
?	?
sverína	zverina
je	je
po	po
desheli	deželi
goſpodarila	gospodarila
,	,
in	in
po_retkama	poredkoma
ſejániga	sejanega
zhlovéka	človeka
ſtrahovála	strahovala
.	.
kmetijſke	kmetijske
in	in
rokodelſke	rokodelske
v	v
ſlovenſkim	slovenskem
natiſnene	natisnjene
bukve	bukve
(	(
knige	knjige
)	)
bodo	bodo
sveſto	zvesto
pregledane	pregledane
,	,
in	in
njih	njih
vrednoſt	vrednost
poſhteno	pošteno
prevdarjena	preudarjena
.	.
v'	v
ſvoje	svoje
narozhje	naročje
ga	ga
vsame	vzame
,	,
ino	in
glaſ	glas
s'	z
ozheſam	očesom
v'	v
nebo	nebo
vpertim	uprtim
sashene	zažene
rekozh	rekoč
:	:
„	„
sdaj	zdaj
pa	pa
,	,
goſpod	gospod
,	,
lozhi	loči
v'	v
miru	miru
ſvojiga	svojega
ſlushabnika	služabnika
,	,
kakor	kakor
ſi	si
rekel	rekel
,	,
ker	ker
ſo	so
moje	moje
ozhi	oči
vidile	videle
tvoje	tvoje
svelízhanje	zveličanje
,	,
ki	ki
ſi	si
ga	ga
vſim	vsem
narodam	narodom
perpravil	pripravil
;	;
luzh	luč
v'	v
rasſvetljenje	razsvetljenje
nevernikov	nevernikov
,	,
ino	in
ſlavo	slavo
tvojiga	tvojega
israelſkiga	izraelskega
polka	polka
!	!
na	na
to	to
praſhanje	vprašanje
odgovore	odgovorijo
nekteri	nekateri
:	:
emona	emona
,	,
nar_vezhi	največji
ino	in
lepſhi	lepše
meſto	mesto
ilirie	ilirije
,	,
je	je
slovenzam	slovencem
nar_vezh	največ
vſhezh	všeč
blo	bilo
,	,
slaſti	zlasti
kir	ker
ſe	se
je	je
bil	bil
njih	njih
vajvoda	vojvoda
tukaj	tukaj
vſelil	vselil
,	,
sato	zato
ſo	so
prekerſtili	prekrstili
emono	emono
v	v
ljube	ljube
,	,
v	v
ljubah	ljubah
;	;
nemzi	nemci
v	v
laibach	laibach
,	,
lahi	lahi
lubiana	lubiana
.	.
“	“
s'	z
ubogimi	ubogimi
v'	v
duhu	duhu
,	,
po	po
duhu	duhu
,	,
po	po
volji	volji
méni	meni
jesuſ	jezus
pervizh	prvič
tiſte	tiste
uboge	uboge
,	,
kteri	kateri
s'	z
voljo	voljo
terpé	trpe
uboſhtvo	uboštvo
,	,
ki	ki
jim	jim
ga	ga
”	”
42.	42.
˛salomon	salomon
,	,
israelſki	izraelski
kralj	kralj
.	.
pomasal	pomazal
ino	in
poſlal	poslal
me	me
je	je
,	,
de	da
ubogim	ubogim
veſéli	veseli
nauk	nauk
osnanujem	oznanujem
,	,
ranjene	ranjena
ſerza	srca
osdravljam	ozdravljam
,	,
jetnikam	jetnikom
reſhenje	rešenje
ino	in
ſlepzam	slepcem
pogled	pogled
napovedujem	napovedujem
,	,
satíranze	zatirance
ispuſham	izpuščam
,	,
ino	in
léto	leto
goſpodove	gospodove
miloſti	milosti
oklizujem	oklicujem
.	.
ljubo	ljubo
pétje	petje
ptizhev	ptičev
je	je
vtíhnilo	utihnilo
,	,
in	in
ptízhi	ptiči
ſo	so
vezhi_dél	večidel
is	iz
tiſtiga	tistega
kraja	kraja
prozh	proč
sleteli	zleteli
.	.
goſpa	gospa
.	.
isprane	izprane
,	,
ſakeljnove	sakeljnove
in	in
poſvalkane	posvaljkane
ovne	ovne
ſe	se
je	je
prezej	precej
ispezhalo	spečalo
,	,
in	in
tudi	tudi
zenejſhi	ceneje
je	je
neke	neke
goldinarje	goldinarje
,	,
kakor	kakor
vlanſko	lansko
léto	leto
.	.
☞	☞
te	te
novize	novice
pridejo	pridejo
vſako	vsako
ſrédo	sredo
na	na
dvéh	dveh
zhetertnih	četrtnih
liſtih	listih
v	v
ljubljani	ljubljani
na	na
ſvitlo	svetlo
.	.
plazhujejo	plačujejo
ſe	se
v	v
piſarnizi	pisarnici
z.	c.
k.	k.
kmetijſke	kmetijske
drushbe	družbe
v	v
hiſhi	hiši
195	195
v	v
˛salendrovi	salendrovi
ulizi	ulici
bliso	blizu
brega	brega
;	;
sa	za
ljubljano	ljubljano
in	in
sa	za
tiſte	tiste
,	,
ki	ki
jih	jih
ne	ne
dobivajo	dobivajo
po	po
póſhti	pošti
,	,
sa	za
zélo	celo
leto	leto
s	z
2	2
fl.	fl.
,	,
—	—
sa	za
pol	pol
leta	leta
s	z
1	1
fl.	fl.
;	;
prejemljejo	prejemajo
ſe	se
pa	pa
pri	pri
natiſkovavzu	natiskovalcu
na	na
bregu	bregu
nr.	nr.
190.	190.
po	po
poſhti	pošti
veljajo	veljajo
sa	za
zelo	celo
leto	leto
2	2
fl.	fl.
30	30
kr.	kr.
,	,
—	—
sa	za
pol	pol
leta	leta
1	1
fl.	fl.
15	15
kr.	kr.
po	po
vſih	vseh
z.	c.
k.	k.
poſhtah	poštah
ſe	se
snajo	znajo
dobiti	dobiti
.	.
juri	juri
obéta	obeta
!	!
v	v
benaresu	benaresu
je	je
popred	popred
ſtanoval	stanoval
in	in
ſe	se
do	do
ſèm	sem
she	že
vali	vali
zelih	celih
devet	devet
let	let
in	in
tri	tri
meſze	mesece
.	.
kader	kadar
sè	si
ti	ti
tu	to
ſhellu	želo
te	te
smerte	smrti
premagal	premagal
,	,
se	si
tem	tem
virnem	vernim
nebeshku	nebeško
kraylestvu	kraljestvo
odperl	odprl
.	.
israelovi	izraelovi
otrozi	otroci
ſo	so
bili	bili
sdaj	zdaj
zhes	čez
morje	morje
,	,
ino	in
ſo	so
v'	v
puſhavi	puščavi
ſhotoríli	šotorili
.	.
vé	ve
néme	nema
(	(
mutaſte	mutasta
)	)
osidja	ozidja
?	?
na	na
ſvetlobo	svetlobo
dane	dane
od	od
z.	c.
k.	k.
kmetijſke	kmetijske
drushbe	družbe
.	.
pervezh	prvič
ſatu	zato
:	:
ke	ker
so	so
od	od
boga	boga
,	,
inu	in
kristusa	kristusa
g.	g.
nashega	našega
,	,
v'	v
novemu	novem
testamentu	testamentu
noterpostavleni	noterpostavljeni
.	.
(	(
k'	k
matizheku	matičku
.	.
od	od
veſelja	veselja
poſkakujeta	poskakujeta
mater	mater
videti	videti
,	,
ino	in
na	na
veſ	ves
glaſ	glas
praſhata	vprašata
:	:
„	„
mati	mati
,	,
kaj	kaj
ſte	ste
v'	v
loznazhi	locnači
prineſli	prinesli
?	?
ta	ta
lakomni	lakomni
inu	in
vóherni	ohrni
męjni	meni
,	,
de	da
boga	boga
lubi	ljubi
,	,
kęr	ker
vèndèr_lę	vendarle
ſvoje	svoje
denarje	denarje
lubi	ljubi
,	,
inu	in
on	on
je	je
pokójn	pokojen
sraven	zraven
.	.
smersli	zmrznjen
krompir	krompir
v	v
semljo	zemljo
pokopan	pokopan
ſe	se
otaja	odtaja
,	,
in	in
je	je
dober	dober
sa	za
ſeme	seme
.	.
kuhani	kuhani
raki	raki
˛shzhipajo	ščipajo
veſt	vest
,	,
varj'ſe	varuj_se
,	,
mladina	mladina
,	,
priti	priti
jim	jim
v'	v
peſt	pest
!	!
37.	37.
katęri	kateri
ozhęta	očeta
inu	in
mater	mater
vezh	več
lubi	ljubi
,	,
kakòr	kakor
mene	mene
,	,
tá	ta
ny	ni
mene	mene
vręjdèn	vreden
:	:
inu	in
katęri	kateri
lubi	ljubi
ſynú	sinu
ali	ali
hzhęr	hčer
vezh	več
kakòr	kakor
mene	mene
,	,
ny	ni
mene	mene
vręjdèn	vreden
.	.
ali	ali
jih	jih
ti	ti
lubiſh	ljubiš
?	?
nęshka	nežka
.	.
bo	bo
sdan	izdan
.	.
vino	vino
je	je
dobro	dobro
,	,
kakor	kakor
dolenſko	dolenjsko
,	,
kader	kadar
je	je
s	z
enmalo	eno_malo
laſhkiga	laškega
moſhta	mošta
smeſhano	zmešano
,	,
inu	in
vkup	vkup
droshe	droži
ismezhe	izmeče
.	.
pak	pa
me	me
moreſh	moraš
tudi	tudi
en	en
malu	malo
lubit	ljubiti
.	.
tiſtiga	tistega
ſpomni	spomni
ſe	se
naj	naj
,	,
ki	ki
je	je
vſtvaril	ustvaril
njo	njo
.	.
ta	ta
moder	moder
zelo	celo
ſe	se
ſhe	še
na	na
jeſen	jesen
sasábi	zazabi
,	,
in	in
nameſti	namesto
de	da
bi	bi
ſe	se
po	po
lepi	lepi
poti	poti
ſprehajal	sprehajal
,	,
po	po
vinogradu	vinogradu
repká	repka
,	,
in	in
ko	ko
grosdik	grozdek
najde	najde
,	,
ga	ga
s	z
veſeljam	veseljem
pósoblje	pozoblje
.	.
o	o
mozhna	močna
shena	žena
!	!
(	(
nekaj	nekaj
sa	za
tiſte	tiste
,	,
ki	ki
ne	ne
snajo	znajo
piſati	pisati
,	,
ali	ali
pa	pa
zlo	celo
ſlabo	slabo
piſhejo	pišejo
)	)
.	.
peſhéna	peščena
semlja	zemlja
je	je
slo	zelo
ráhla	rahla
,	,
poſébno	posebno
.	.
nekaj	nekaj
ozhéſ	očes
pride	pride
v	v
semljo	zemljo
,	,
kakſhne	kakšne
dva	dva
ali	ali
trije	trije
pa	pa
is	iz
semlje	zemlje
.	.
1.	1.
inu	in
on	on
je	je
ſvoje	svoje
dvanajſt	dvanajst
jógre	jogre
k'	k
ſebi	sebi
poklizal	poklical
,	,
inu	in
je	je
njim	njim
dal	dal
oblaſt	oblast
zhes	čez
nezhiſte	nečiste
duhóve	duhove
,	,
de	da
bi	bi
jih	jih
isganjali	izganjali
,	,
inu	in
osdravlali	ozdravljali
vſako	vsako
bolęsen	bolezen
,	,
inu	in
vſaki	vsaki
bętesh	betež
.	.
13.	13.
satęga_vólo	zategavoljo
jeſt	jaz
v'	v
pèrglihah	priglihah
k'	k
njim	njim
govorím	govorim
:	:
kęr	ker
ony	oni
ględajózhi	gledajoči
ne	ne
vidio	vidijo
,	,
inu	in
poſluſhajózhi	poslušajoči
ne	ne
ſliſhio	slišijo
,	,
tudi	tudi
ne	ne
saſtópio	zastopijo
.	.
zhimu	čemu
ſo	so
ſvetila	svetila
bres	brez
olja	olja
?	?
15.	15.
rèſnizhnu	resnično
vam	vam
povęm	povem
:	:
lóshej	laže
bó	bo
semli	zemlji
tih	teh
şodomitarjov	sodomitarjev
,	,
inu	in
gomorrhæarjov	gomorejerjev
na	na
dan	dan
tę	te
ſodbe	sodbe
,	,
kakòr	kakor
timuiſtimu	taistemu
męſtu	mestu
.	.
—	—
kadaj	kdaj
bodo	bodo
pa	pa
v	v
krajnju	kranju
zhes	čez
kokro	kokro
móſt	most
delati	delati
sazheli	začeli
,	,
h	h
kterimu	kateremu
ſe	se
she	že
takó	tako
dolgo	dolgo
pripravljajo	pripravljajo
?	?
le	le
to	to
delo	delo
naj	naj
bo	bo
poſebno	posebno
letaſ	letos
vſim	vsem
zhbelarjam	čebelarjem
perporozheno	priporočeno
,	,
ker	ker
ſe	se
je	je
savoljo	zavoljo
ſlabe	slabe
paſhe	paše
zhiſt	čisto
malo	malo
mladih	mladih
zhbeliz	čebelic
isvalilo	izvalilo
,	,
in	in
ker	ker
ſo	so
savoljo	zavoljo
merslih	mrzlih
vetrov	vetrov
in	in
pogoſtiga	pogostega
deshja	dežja
naſhi	naši
panji	panji
slo	celo
ob	ob
muhe	muhe
priſhli	prišli
.	.
kader	kadar
je	je
4.	4.
vſaku	vsako
lejtu	leto
narmejn	najmanj
enkrat	enkrat
enimu	enemu
naprejpoſtavlenimu	naprejpostavljenemu
maſhniku	mašniku
ſe	se
ſpovędati	spovedati
,	,
inu	in
ob	ob
velikanozhnimu	velikonočnem
zhaſu	času
s.	s.
reſhnu	rešnje
telu	telo
prejeti	prejeti
.	.
(	(
k'	k
matizhku	matičku
.	.
tudi	tudi
jih	jih
shofka	žofka
v'	v
ſvojo	svojo
majhno	majhno
pa	pa
prav	prav
ſnashno	snažno
prebivávnizo	prebivalnico
pelja	pelje
,	,
ino	in
mina	mina
jo	jo
poproſi	poprosi
,	,
naj	naj
goſpodizhnàma	gospodičnama
njine	njena
dela	dela
pokashe	pokaže
.	.
”	”
mu	mu
genovefa	genovefa
rêzhe	reče
,	,
„	„
tudi	tudi
po_simi	pozimi
vídiva	vidiva
boshjo	božjo
prijasnoſt	prijaznost
.	.
38.	38.
nyva	njiva
pak	pa
je	je
ta	ta
ſvęjt	svet
.	.
nekteri	nekateri
bi	bi
to	to
govorizo	govorico
radi	radi
zlo	celo
sa	za
kvante	kvante
iméli	imeli
,	,
ko	ko
bi	bi
ne	ne
bili	bili
she	že
vezhkrat	večkrat
vidili	videli
vſe	vse
ſorte	sorte
perprav	priprav
sa	za
take	take
zeſte	ceste
ſkosi	skozi
naſho	našo
deshelo	deželo
vositi	voziti
,	,
namrezh	namreč
;	;
ſhin	šin
,	,
koleſ	koles
ſkosi	skozi
in	in
ſkosi	skozi
shelésnih	železnih
,	,
in	in
drugih	drugih
zhudnih	čudnih
shelesnjin	železnin
.	.
matizh.	matič.
noſi	nosi
pa	pa
vender	vendar
te	ta
perſtan	prstan
,	,
de	da
ſe	se
boſh	boš
ſvoje	svoje
prijatelze	prijateljice
