AN	An
moͤchte	möchte
/	/

Vnzeitiges	unzeitiges
auffſchneittẽ	aufschneiten

Andere	andere
dann	dann
auſz	aus
einem	einem
vnzeitigen	unzeitigen
Eyffer	Eifer
ſich	sich
deren	deren
nur	nur
zuviel	zu viel
annemen	annehmen
/	/
vnd	und
alsbald	alsbald
ſie	sie
etwas	etwas
geſchoſſen	geschossen
mit	mit
dem	dem
Meſſerlein	Messerlein
daran	daran
ſind	sind
/	/
vnnd	und
die	die
Beyſchoſz	Beischosse
anfangen	anfangen
abſchneiden	abschneiden
/	/

dardurch	dadurch
ſie	sie
vermeynen	vermeinen
luſtige	lustige
/	/
vnd	und
gerade	gerade
Staͤm̃en	Stämme
zubekom⸗	zu
men	bekommen
/	/
vnd	und
alſo	also
dem	dem
jungen	jungen
Baͤumlein	Bäumlein
die	die
rechte	rechte
Gattung	Gattung
zugeben	zu geben
/	/

damit	damit
aber	aber
(	(
ob ſchon	obschon
dergleichen	dergleichen
Leuth	Leute
jhnen	ihnen
viel	viel
ein	ein
anders	anderes
einbilden	einbilden
)	)
viel	viel
mehr	mehr
vnnd	und
ſchaͤdlicher	schädlicher
gefaͤlt	gefehlt
wird	wird
/	/
dann	denn
in	in
dem	dem
vorgehenden	Vorgehenden
/	/

Daſſelbige	dasselbige
zuerhalten	zu erhalten
will	will
ich	ich
erſtlich	erstlich
mein	mein
eygen	eigenes
Exempel	Exempel
einfuͤhren	einführen
/	/
daſz	das
ich	ich
anfaͤnglich	anfänglich
/	/
als	als
ich	ich
von	von
anderen	anderen
geſehen	gesehen
/	/
wie	wie
ſie	sie
jhre	ihre
jungen	jungen
Zweig	Zweige
alsbald	alsbald
anfangen	anfangen
auffſchneiten	aufschneiten
/	/
daſſelbige	dasselbige
auch	auch
alſo	also
brauchen	brauchen
woͤllen	wollen
/	/
vñ	und
aber	aber
mit	mit
Schaden	Schaden
nach	nach
dem	dem
gemeinen	gemeinen
Sprichwort	Sprichwort
bin	bin
witzig	witzig
gemacht	gemacht
worden	worden
/	/

2.	2.
Beweiſung	Beweisung
.	.

Darnach	danach
dieſe	diese
mein	meine
Meynung	Meinung
noch	noch
mit	mit
beſſeren	besseren
Gruͤnden	Gründen
zubeweiſen	zu beweisen
/	/
weil	weil
ein	ein
ſolcher	solcher
eingewurtzter	eingewurzelter
Wohn	Wahn
etlichen	etlichen
nicht	nicht
mehr	mehr
leichtlich	leicht
auſzzureden	auszureden
.	.

Iſt	ist
es	es
mit	mit
dem	dem
Erſten	ersten
Faͤhler	Fehler
von	von
deſzwegen	deswegen
nicht	nicht
ſo	so
ſchaͤdlich	schädlich
beſchaffen	beschaffen
/	/
als	als
mit	mit
dem	dem
anderen	anderen
/	/
daſz	dass
wann	wenn
man	man
gleichwol	gleichwohl
an	an
einem	einem
Zweig	Zweig
zum	zum
Anfang	Anfang
mehr	mehr
Nebend⸗schoſz	Nebenschosse
wachſen	wachsen
laſzt	lässt
/	/
als	als
demſelbigen	demselbigen
nutz	nutz
vnnd	und
gut	gut
/	/
ſo	so
koͤnnen	können
doch	doch
dieſelbigen	dieselbigen
noch	noch
jmmerdar	immerdar
abgehawen	abgehauen
werden	werden
/	/

Im	im
Gegentheil	Gegenteil
aber	aber
da	da
man	man
von	von
den	den
Beyschoſſen	Beischossen
vnzeitig	unzeitig
vnd	und
vberfluͤſſig	überflüssig
nimpt	nimmt
/	/
keine	keine
anderen	anderen
an	an
jhre	ihrer
ſtatt	statt
widerumb	wiederum
eingeſetzt	eingesetzt
werden	werden
koͤnnen	können
.	.

3.	3.
Beweiſung	Beweisung
.	.

ſonder	sondern
das	das
Doͤlderlein	Dölderlein
ſich	sich
anfanget	anfängt
herab laſſen	herablassen
/	/
vnd	und
keinen	keinen
geraden	geraden
Schuſz	Schuss
mehr	mehr
bekommen	bekommen
/	/
auch	auch
nicht	nicht
mehr	mehr
recht	recht
wachſen	wachsen
vnd	und
zunemen	zunehmen
will	will
/	/
Alſo	also
daſz	dass
es	es
nach	nach
langem	Langem
nur	nur
kleine	kleine
vnfruchtbare	unfruchtbare
Baͤum	Bäume
gibt	gibt
.	.

Aber	aber
an	an
Fruͤchten	Früchten
ſich	sich
gar	gar
wenig	wenig
ſehen	sehen
laſſen	lassen
/	/
ob ſchon	obschon
der	der
Jahrgang	Jahrgang
damalen	damals
gern	gern
ſein	sein
beſtes	Bestes
gethan	getan
hette	hätte
/	/

dannenher	daher
ich	ich
zuſagen	zu sagen
pfleg	pflege
/	/
daſz	dass
man	man
nicht	nicht
nur	nur
auff	auf
den	den
Luſt	Lust
/	/
ſonder	sondern
viel	viel
mehr	mehr
auff	auf
den	den
Nutz	Nutz
pflantzen	pflanzen
ſolle	solle
/	/
als	als
welches	welches
die	die
rechte	rechte
End⸗vrſach	Endursache
/	/
vnnd	und
Zweck	Zweck
iſt	ist
/	/
darauff	darauf
man	man
ſehen	sehen
ſoll	soll
.	.

2.	2.
Verbeſſerung	Verbesserung
der	der
fehleren	Fehler
.	.

2.	2.
Wie	wie
die	die
vermeldten	vermeldeten
Faͤhler	Fehler
zuverbeſſeren	zu verbessern
.	.

DEn	den
Ersten	ersten
Vnfleiſz	Unfleiß
zuverbeſſeren	zu verbessern
/	/
ſoll	soll
einje⸗	ein
der	jeder
der	der
etwas	etwas
gezweiget	gezweigt
/	/
mithin	mithin
darzu	dazu
ſehen	sehen
/	/
vnd	und
Achtung	Achtung
geben	geben
/	/
was	was
es	es
fuͤr	für
ein	eine
Beschaffenheit	Beschaffenheit
mit	mit
den	den
gemachten	gemachten
Zweigen	Zweigen
habe	habe
/	/

dann	denn
zunzeiten	zuzeiten
dergleichen	dergleichen
Sachen	Sachen
fuͤrfallen	vorfallen
deren	deren
man	man
ſich	sich
nicht	nicht
verſehen	versehen
/	/

zum	zum
Anfang	Anfang
aber	aber
ſind	sind
die	die
Ambeiſſen	Ameisen
den	den
zarten	zarten
Zweigẽ	Zweigen
ſehr	sehr
ſchaͤdlich	schädlich
/	/
als	als
die	die
ſie	sie
an	an
dem	dem
wachſen	Wachsen
mercklich	merklich
verhinderen	verhindern
/	/

dieſelben	dieselben
zuvertreiben	zu vertreiben
werden	werden
von	von
vielen	Vielen
viel	viele
Mittel	Mittel
beſchrieben	beschrieben
/	/
ſo	so
aber	aber
mehrentheils	mehrenteils
wenig	wenig
helffen	helfen
.	.

dann	denn
diſz	dies
in	in
allweg	allen Wegen
nutzlich	nützlich
/	/
als	als

ſonſt	sonst
da	da
man	man
Eychen Saͤgſpaͤn	Eichensägespäne
nimpt	nimmt
/	/
vnd	und
gestracks	gestracks
vor	vor
einem	einem
starcken	starken
Regen	Regen
darzu	dazu
thut	tut
/	/
gibt	gibt
es	es
alsdann	alsdann
ein	ein
ſchwartzes	schwarzes
Waſſer	Wasser
/	/
ſo	so
den	den
Ambeiſſen	Ameisen
alſo	also
ſehr	sehr
zuwider	zuwider
/	/
daſz	dass
ſie	sie
jhre	ihre
Wohnung	Wohnung
verlaſſen	verlassen
/	/
vnnd	und
ſich	sich
anderſt wohin	anderswohin
begeben	begeben
.	.

Graſzwuͤrm	Graswürmer
.	.

Darnach	danach
ſo	so
bekommen	bekommen
auch	auch
die	die
Zweig	Zweige
/	/
wann	wenn
ſie	sie
noch	noch
alſo	also
zart	zart
/	/
von	von
den	den
Graſzwuͤrmen	Graswürmern
offtermahlen	oftmals
groſſen	großen
Schaden	Schaden
/	/
ſonderlich	sonderlich
wann	wenn
der	der
Jahrgang	Jahrgang
darnach	danach
beſchaffen	beschaffen
daſz	dass
es	es
deren	deren
viel	viele
gibt	gibt
/	/

dem	dem
man	man
bey zeit	beizeiten
wol	wohl
vorbawen	vorbauen
kan	kann
/	/
wann	wenn
man	man
namblich	nämlich
im	im
Herpſt	Herbst
/	/
nach dem	nachdem
das	das
Laub	Laub
abgeriſſen	abgerissen
/	/
Auffachtung	Aufachtung
gibt	gibt
/	/
ob	ob
noch	noch
etwan	etwas
hangend	hängend
blieben	geblieben
/	/

Kleine	kleine
kaͤferlein	Käferlein
.	.

Neben	neben
dieſen	diesen
zweyen	zweien
ſchaͤdlichen	schädlichen
Unzieferen	Ungeziefern
/	/
befind	befindet
ſich	sich
noch	noch
etwan	etwa
ein	ein
drittes	drittes
/	/
ſo	so
nicht	nicht
weniger	weniger
/	/
ja	ja
etwan	etwas
mehr	mehr
ſchaͤdlich	schädlich
/	/

Als	als
da	da
ſind	sind
mancherley	mancherlei
kleine	kleine
Kaͤferlein	Käferlein
/	/
welche	welche
die	die
jungen	jungen
Schoſz	Schosse
abgnagen	abnagen
daſz	dass
ſie	sie
deſſelbigen	desselbigen
Jahrs	Jahrs
nicht	nicht
mehr	mehr
ſchieſſen	schießen
/	/
wann	wenn
man	man
jhnen	ihnen
nicht	nicht
zu	zu
hilff	Hilfe
kompt	kommt
.	.

Vnd	und
alſo	also
vmb	um
ein	ein
Jahr	Jahr
verhinderet	verhindert
werden	werden
/	/
auff	auf
dieſelben	dieselben
muſz	muss
man	man
nun	nun
fleiſſige	fleißige
Achtung	Achtung
geben	geben
/	/
vnd	und
zu	zu
beſchirmung	Beschirmung
der	der
Schoſſen	Schosse
abſchaffen	abschaffen
/	/

Da	da
ſie	sie
aber	aber
ein	einen
Zweig	Zweig
/	/
wie	wie
offtermahlen	oftmals
geſchicht	geschieht
/	/
maͤchtig	mächtig
geſchendt	geschändet
/	/
Soll	soll
vmb	um
den	den
Stammen	Stamm
von	von
friſchem	Frischem
ſaͤuberlich	säuberlich
auffgehacket	aufgehackt
/	/
vnd	und
guter	guter
alter	alter
Bauw	Bau
wie	wie
Herd	Herd
darzu	dazu
gethan	getan
werden	werden
/	/
welches	welches
dañ	dann
die	die
Schoſz	Schosse
auſz	aus
den	den
vberbliebnen	überbliebenen
Augen	Augen
von	von
newen	Neuem
zuſchieſſen	zu schießen
macht	macht
/	/

Dieſes	dieses
Mittel	Mittel
iſt	ist
auch	auch
ſonderlich	sonderlich
wol	wohl
in	in
Obacht	Obacht
zunemmen	zu nehmen
der	der
anderen	anderen
nicht	nicht
verderbten	verdorbenen
Zweigen	Zweigen
halb	halber
/	/
die	die
auſz	aus
Mangel	Mangel
der	der
Nahrung	Nahrung
/	/
oder	oder
guten	guten
dienſtlichen	dienstlichen
Wetters	Wetters
zu	zu
fruͤh	früh
auffhoͤren	aufhören
ſchieſſen	schießen
/	/
daſz	dass
man	man
daſſelbige	dasselbige
fleiſſig	fleißig
brauche	brauche
/	/

dann	dann
ſie	sie
nachwerts	nachwärts
etwan	etwas
mehr	mehr
/	/
als	als
zuvor	zuvor
in	in
demſelbigen	demselbigen
Jahr	Jahr
schieſſen	schießen
/	/
wie	wie
ich	ich
dann	dann
ſolches	solches
offtermahlen	oftmals
mit	mit
ſonderbahrem	sonderbarem
Nutz	Nutz
/	/
vnnd	und
vieler	vieler
Leuthen	Leuten
Verwunderung	Verwunderung
gebraucht	gebraucht
vnd	und
erfahren	erfahren
hab	habe
.	.

Haſen	Hasen
abhaltes	Abhaltes
.	.

Es	es
iſt	ist
aber	aber
mit	mit
dem	dem
noch	noch
nit	nicht
gnug	genug
/	/
was	was
durch	durch
den	den
Sommer	Sommer
den	den
jungen	jungen
Pflaͤntzlinen	Pflänzlein
erzehltermaſſen	erzähltermaßen
schaͤdliches	Schädliches
widerfahrt	widerfährt
.	.

Der	der
Winter	Winter
hilfft	hilft
auch	auch
etwan	etwas
darzu	dazu
/	/
dañ	denn
wann	wenn
es	es
viel	viel
Schne	Schnee
gibt	gibt
/	/
daſz	dass
die	die
Haſen	Hasen
jhre	ihre
Nahrung	Nahrung
nit	nicht
wol	wohl
bekommen	bekommen
moͤgen	mögen
/	/
vnd	und
alſo	also
derſelbigen	derselbigen
nachſtreichen	nachstreichen
muͤſſen	müssen
/	/

Sind	sind
ſie	sie
dannzumalen	dazumal
den	den
Zweigen	Zweigen
gar	gar
schaͤdlich	schädlich
/	/
dann	denn
durch	durch
Mittel	Mittel
deſz	des
hohen	hohen
Schnees	Schnees
moͤgen	mögen
ſie	sie
weit	weit
hinauff	hinauf
langen	langen
/	/
daſz	dass
ſie	sie
die	die
jungen	jungen
Schoſz	Schosse
/	/
als	als
wañ	wenn
man	man
ſie	sie
mit	mit
eim	einem
ſcharpffen	scharfen
Meſſer	Messer
abgeſchnittẽ	abgeschnitten
/	/
abbeiſſen	abbeißen
/	/

Daſſelbige	dasselbige
nun	nun
zuverhuͤten	zu verhüten
/	/
iſt	ist
kein	kein
beſſer	besseres
Mittel	Mittel
/	/
dann	denn
daſz	dass
man	man
nemme	nehme
was	was
(	(
ſalvo	salvo
honore	honore
)	)
von	von
den	den
Hunden	Hunden
kompt	kommt
/	/
daſſelbige	dasselbige
im	im
Waſſer	Wasser
zerreibe	zerreibe
/	/
vnd	und
dann	dann
die	die
Zweig	Zweige
damit	damit
beſprenge	besprenge
/	/

Weiters	weiters
ſo	so
kompt	kommt
es	es
etwan	etwa
in	in
heiſſer	heißer
trockner	trockener
Zeit	Zeit
darzu	dazu
/	/
daſz	dass
die	die
Baͤnder	Bänder
vmb	um
den	den
Stock	Stock
zu	zu
duͤrr	dürr
werden	werden
/	/
vnd	und
laſſen	lassen
/	/
dardurch	dadurch
die	die
Kappen	Kappen
ledig	ledig
/	/
vnd	und
etwan	etwa
von	von
Voͤglen	Vögeln
/	/
oder	oder
anderen	anderen
Zufaͤhlen	Zufällen
abgemacht	abgemacht
wird	wird
/	/

wann	wenn
dann	dann
bald	bald
die	die
heiſſe	heiße
Sonn	Sonne
/	/
bald	bald
der	der
Regen	Regen
darauff	darauf
kompt	kommt
/	/
vervrſachet	verursacht
daſſelbe	dasselbe
/	/
daſz	dass
die	die
Rinde	Rinde
ſich	sich
von	von
dem	dem
Stock	Stock
ſchelet	schält
/	/
zu	zu
gaͤntzlichem	gänzlichem
Verderben	Verderben
der	der
Schoſſen	Schosse
/	/

demſelben	demselben
vorzubawen	vorzubauen
/	/
ſoll	soll
die	die
Kappe	Kappe
beſtändig	beständig
darauff	darauf
erhalten	erhalten
/	/
auch	auch
wo	wo
von noͤthen	vonnöten
widerumb	wiederum
ernewert	erneuert
werden	werden
/	/
biſz	bis
daſz	dass
der	der
Stamme	Stamm
gar	gar
vberwallen	überwallen
ſeyn	sein
wird	wird
.	.

Vber	über
dieſe	diese
ſind	sind
noch	noch
viel	viele
andere	andere
Zufaͤhl	Zufälle
/	/
auch	auch
tragen	tragen
ſich	sich
zun zeiten	zuzeiten
ſolche	solche
zu	zu
/	/
die	die
einem	einem
nit	nicht
bald	bald
weren	wären
in	in
Sinn	Sinn
kommen	gekommen
/	/

derſelben	derselben
aber	aber
wird	wird
ein	ein
guter	guter
Pflantzer	Pflanzer
mit	mit
ſeiner	seiner
fleiſſigen	fleißigen
Auffachtung	Aufachtung
ſelbs	selbst
wol	wohl
warnemmen	wahrnehmen
/	/
vnd	und
nach	nach
Beſchaffenheit	Beschaffenheit
der	der
Sachen	Sache
verbeſſeren	verbessern
.	.

Vor	vor
dem	dem
3.	3.
jar	Jahr
kein	keinen
zweig	Zweig
auffſchneiten	aufschneiden
Belangend	belangend
dann	denn
die	die
Verbeſſerung	Verbesserung
deſz	des
anderen	anderen
Faͤhlers	Fehlers
der	der
mit	mit
dem	dem
vnzeitigen	unzeitigen
verderblichen	verderblichen
Auffſchneiten	Aufschneiden
der	der
jungen	jungen
Pflaͤntzlein	Pflänzlein
geſchicht	geschieht
/	/
Will	will
ich	ich
zuvorderſt	zuvorderst
dieſe	diese
allgemeine	allgemeine
Regul	Regel
ſetzen	setzen
/	/

Das	das
vor	vor
dem	dem
dritten	dritten
Jahr	Jahr
kein	kein
Meſſer	Messer
an	an
einig	einige
Zweig	Zweige
ſolle	solle
gelegt	gelegt
werden	werden
.	.

Es	es
were	wäre
dann	denn
ſach	Sache
daſz	dass
einer	einer
alſzo	also
ſtarcke	starke
vnd	und
vberfluͤſſige	überflüssige
Nebendſchoſz	Nebenschosse
bekommen	bekommen
/	/
daſz	dass
er	er
ſolches	solches
wol	wohl
erleiden	erleiden
moͤchte	möchte
/	/

In	in
dieſem	diesem
Fahl	Fall
wann	wenn
man	man
deren	deren
etliche	etliche
abhawen	abhauen
muſzte	musste
/	/
wie	wie
dann	dann
ſolches	solches
etwan	etwa
an	an
Kirſz	Kirsch-
/	/
vnd	und
Pflaum⸗baͤumen	Pflaumenbäumen
/	/
von	von
wegen	wegen
jhres	ihres
geſchwinden	geschwinden
wachſens	Wachsens
vnd	und
zunem̃ens	Zunehmens
/	/
erforderet	erfordert
wird	wird
/	/
vnd	und
ich	ich
zun zeiten	zuzeiten
mit	mit
Nutz	Nutz
gebraucht	gebraucht
/	/
ſoll	soll
doch	doch
zum	zum
Anfang	Anfang
vnnd	und
auff	auf
einmal	einmal
nicht	nicht
zu	zu
viel	viel
hinweg genommen	hinweggenommen
werden	werden
/	/
ſonder	sondern
allein	allein
etwas	etwas
wenig	wenig
/	/
damit	damit
den	den
Haupt⸗ſchoſſen	Hauptschossen
jhre	ihre
notwendige	notwendige
Staͤrcke	Stärke
verbleiben	verbleiben
moͤge	möge
.	.

Im	im
dritten	dritten
Jahr	Jahr
aber	aber
/	/
wann	wenn
die	die
Schoſz	Schosse
auff	auf
dem	dem
Stammen	Stamm
wol	wohl
erſtarcket	erstarkt
vnd	und
viel	viele
Beyſchoſz	Beischosse
bekommen	bekommen
/	/
Mag	mag
man	man
alsdann	alsdann
die	die
vnderſten	untersten
ſaͤuberlich	säuberlich
abnemmen	abnehmen
/	/
Aber	aber
wie	wie
gemeldet	gemeldet
in	in
Beſcheidenheit	Bescheidenheit
/	/
vnd	und
eines	eines
mals	Mals
nicht	nicht
zu	zu
hoch	hoch
/	/
damit	damit
das	das
Schoſz	Schoss
ſeine	seine
Staͤrck	Stärke
nit	nicht
verliere	verliere
.	.

Vnd	und
dann	dann
nachwerts	nachwärts
von	von
Jahr	Jahr
zu	zu
Jahr	Jahr
alſo	also
fuͤrfahren	vorfahren
/	/
biſz	bis
daſz	dass
der	der
Stamme	Stamm
ſo	so
hoch	hoch
geſchneitet	geschneitet
/	/
daſz	dass
ein	ein
zimlich	ziemlich
langer	langer
Mann	Mann
ohne	ohne
Hindernuſz	Hindernis
darunder	darunter
herumb gehen	herumgehen
koͤnne	könne
/	/

In	in
ſolcher	solcher
Hoͤhe	Höhe
ſollen	sollen
dem	dem
Haupt⸗ſtamm	Hauptstamm
gar	gar
keine	keine
Nebendaͤst	Nebenäste
gelaſſen	gelassen
werden	werden
/	/
wie	wie
aber	aber
etliche	etliche
thun	tun
/	/

ſo	so
dieſelben	dieselben
auch	auch
auffſchneiten	aufschneiten
/	/
daſz	dass
aber	aber
dem	dem
Baum	Baum
/	/
neben	neben
dem	dem
es	es
verhinderlich	verhinderlich
/	/
ſehr	sehr
vbel	übel
auſtaͤndig	anständig
/	/

Es	es
ſollen	sollen
auch	auch
die	die
Aeſt	Äste
die	die
hoͤher	höher
ſind	sind
dann	denn
ein	ein
Mann	Mann
/	/
an	an
jhren	ihren
Nebendſchossen	Nebenschossen
nichts	nichts
beruͤhrt	berührt
/	/
ſonder	sondern
dieſelben	dieselben
jhnen	ihnen
gelaſſen	gelassen
werden	werden
/	/
als	als
welche	welche
am	am
meiſten	meisten
Frucht	Frucht
tragen	tragen
/	/

ſo	so
aber	aber
von	von
vnerfahrnen	unerfahrenen
Baumraumern	Baumräumern
nicht	nicht
allemal	allemal
obſerviert	observiert
wird	wird
vnnd	und
jhnen	ihnen
deſzwegen	deswegen
nicht	nicht
zugeſtatten	zu gestatten
.	.

3.	3.
Schraͤpffen	Schröpfen
/	/
Auffbinden	Aufbinden
/	/
Einfriſten	Einfristen
.	.

Wie	wie
ich	ich
dann	dann
geſehen	gesehen
/	/
daſz	dass
ſolches	solches
etliche	etliche
der	der
Geſtalt	Gestalt
vnfuͤrſichtig	unvorsichtig
vnderſtanden	unterstanden
/	/
daſz	dass
etwan	etwa
junge	junge
Pflaͤntzlein	Pflänzlein
darvon	davon
gar	gar
verdorben	verdorben
ſind	sind
.	.

Damit	damit
nun	nun
deſzhalb	deshalb
grundlicher	gründlicher
Bericht	Bericht
mitgetheilt	mitgeteilt
werde	werde
/	/
nach	nach
welchem	welchem
einer	einer
ſich	sich
richten	richten
koͤnne	könne
/	/

So	so
ſoll	soll
man	man
erſtlich	erstlich
auff	auf
die	die
Zeit	Zeit
ſehen	sehen
/	/
weil	weil
an	an
derſelbigen	derselbigen
ſehr	sehr
viel	viel
gelegen	gelegen
/	/

dann	dann
wann	wenn
man	man
mit	mit
dem	dem
Schraͤpffen	Schröpfen
verzeucht	verzieht
/	/
biſz	bis
das	das
Safft	Saft
vollkommen	vollkommen
verhanden	vorhanden
/	/
Alsdann	alsdann
tringt	dringt
die	die
Hitz	Hitze
durch	durch
den	den
Riſz	Riss
/	/
vnnd	und
vertreibt	vertreibt
daſſelbige	dasselbige
/	/
daſz	dass
die	die
Rinde	Rinde
ſich	sich
zun zeiten	zuzeiten
von	von
dem	dem
Holtz	Holz
ſchelt	schält
zu	zu
groſſem	großem
Nachtheil	Nachteil
deſz	des
Baͤumleins	Bäumleins
/	/

Deſzwegen	deswegen
ſoll	soll
es	es
zuvor	zuvor
fuͤrgenommen	vorgenommen
werden	werden
vnd	und
nicht	nicht
in	in
zu	zu
ſchwachem	schwachem
Mon	Mond
/	/
vnd	und
dem	dem
Newen	Neuen
zu	zu
nach	nach
/	/
ſonder	sondern
von	von
der	der
Erſten	ersten
Quart	Quart
biſz	bis
auff	auf
die	die
letſte	letzte
.	.

Wann	wenn
aber	aber
der	der
Stam̃e	Stamm
etwas	etwas
groſz	groß
noch	noch
zwen	zwei
in	in
der	der
Mitte	Mitte
gegen einanderen	gegeneinander
/	/
damit	damit
ſie	sie
alſo	also
gleich	gleich
abgetheilt	abgeteilt
werden	werden
/	/
vnd	und
nicht	nicht
etwan	etwa
vbereinanderen	übereinander
gangen	gingen
/	/
weil	weil
dardurch	dadurch
dem	dem
Stam̃e	Stamm
nicht	nicht
nur	nur
das	das
Safft	Saft
/	/
ſonder	sondern
auch	auch
zugleich	zugleich
das	das
Leben	Leben
benom̃en	genommen
wurde	würde
/	/

darumb	darum
hierauff	hierauf
deſto	desto
fleiſſigere	fleißigere
Achtung	Achtung
zugeben	zu geben
.	.

Das	das
Meſſer	Messer
ſoll	soll
nach	nach
Beſchaffenheit	Beschaffenheit
der	der
Rinden	Rinde
nach	nach
dem	dem
dieſelbigen	dieselbigen
rauch	rauh
/	/
oder	oder
zart	zart
gefuͤhrt	geführt
werden	werden
/	/

Wie	wie
nutzlich	nützlich
daſſelbe	dasselbe
.	.

So	so
bekompt	bekommt
es	es
auch	auch
den	den
Oeppfel⸗baͤumen	Apfelbäumen
trefflich	trefflich
wol	wohl
zu	zu
Verhuͤtung	Verhütung
deſz	des
Magers	Magers
/	/
oder	oder
zu	zu
Abwendung	Abwendung
deſſelbigen	desselbigen
/	/
wann	wenn
er	er
ſchon	schon
angeſetzt	angesetzt
/	/

wie	wie
hernach	hernach
an	an
ſeinem	seinem
Ort	Ort
weiters	weiteres
ſoll	soll
vermeldet	vermeldet
werden	werden
.	.

Auffbinden	aufbinden
der	der
Schoſſen	Schosse
.	.

Dieſem	diesem
beſorgenden	besorgenden
Schaden	Schaden
nun	nun
vorzubawen	vorzubauen
/	/
iſt	ist
von noͤthen	vonnöten
/	/
daſz	dass
man	man
Reb⸗stecken	Rebstecken
oder	oder
Stangen	Stangen
/	/
nach dem	nachdem
die	die
Hoͤhe	Höhe
der	der
Schoſſen	Schosse
erforderen	erfordern
/	/
wol	wohl
einſtecke	einstecke
/	/
vnd	und
dieſelbigen	dieselbigen
ſaͤuberlich	säuberlich
daran	daran
binde	binde
/	/

Weil	weil
aber	aber
die	die
Schoſz	Schosse
in	in
jhrer	ihrer
zarten	zarten
Jugend	Jugend
nichts	nichts
hart	Hartes
erleiden	erleiden
moͤgen	mögen
/	/
Als	als
wird	wird
allhie	allhier
guter	guter
Fleiſz	Fleiß
erforderet	erfordert
/	/
daſz	dass
man	man
hierzu	hierzu
zarte	zarte
vnd	und
linde	linde
ſachen	Sachen
gebrauche	gebrauche
/	/
damit	damit
jhnen	sie
verſchonet	verschont
/	/
vnd	und
ſie	sie
nicht	nicht
beſchaͤdigt	beschädigt
werden	werden
.	.

Einmachen	einmachen
der	der
Zweigen	Zweige
.	.

Es	es
iſt	ist
aber	aber
mit	mit
demſelbigen	demselbigen
noch	noch
nicht	nicht
genug	genug
/	/

Da	da
aber	aber
dieſelbigen	dieselbigen
vber	über
die	die
Schoſz	Schosse
nicht	nicht
gelangen	gelangen
moͤchten	möchten
ſoll	soll
man	man
ſie	sie
oben	oben
an	an
den	den
ſtangen	Stangen
mit	mit
Weyden	Weiden
wol	wohl
anbinden	anbinden
/	/
den	den
Schoſſen	Schoss
aber	aber
fleiſſig	fleißig
verſchonen	verschonen
/	/

dieſelbigen	dieselbigen
auch	auch
der geſtallt	dergestalt
einmachen	einmachen
/	/
daſz	dass
ſie	sie
nicht	nicht
heraus	heraus
ſehen	sehen
/	/
ſonst	sonst
ſie	sie
nichts	nichts
deſto	desto
weniger	weniger
verderbt	verderbt
wurden	würden
.	.

Schaͤdliches	schädliches
vberſehen	Übersehen
.	.

hiemit	hiermit
alle	alle
angewendte	angewendete
Mühe	Mühe
vnd	und
Arbeit	Arbeit
umb ſonst	umsonst
/	/
vnd	und
vergebens	vergebens
geweſen	gewesen
.	.

COROLLARIA	COROLLARIA
,	,
vnd	und
Zuſaͤtze	Zusätze
Latein	Latein
vnd	und
Frantzoͤſiſch	Französisch
ad	ad
cap.	cap.
6.	6
.	.

Qui	Qui
n´	n´
a	a
grande	grande
affection	affection
à	à
ce	ce
meſnage	mesnage
ne	ne
dóit	dóit
penſer	penser
ſeulement	seulement
à	à
eſlever	eslever
un	un
Arbre	Arbre
.	.

Daſz	dass
welcher	welcher
nicht	nicht
einen	einen
ſonderbahren	sonderbaren
Luſt	Lust
habe	habe
zu	zu
dieſem	diesem
Thun	Tun
/	/
(	(
Dem	dem
Baumpflantzen	Baumpflanzen
)	)
der	der
ſolle	solle
nur	nur
nicht	nicht
gedencken	gedenken
einigen	einigen
Baum	Baum
auffzubringen	aufzubringen
.	.

Qui	qui
putat	putat
circumſpectè	circumspectè
manum	manum
admovere	admovere
debet	debet
.	.

Daſz	dass
welcher	welcher
erhawe	erhaue
/	/
oder	oder
auffſchneide	aufschneide
die	die
Hand	Hand
fuͤrſichtig	vorsichtig
brauchen	brauchen
ſolle	solle
.	.

Depaſtio	depastio
animalium	animalium
arboribus	arboribus
damnoſa	damnosa
eſt	est
.	.

da	da
ſehr	sehr
nutzlich	nützlich
daſz	dass
man	man
die	die
Schoſz	Schosse
bey	bei
dem	dem
Aeuglein	Äuglein
ſaͤuberlich	sauber
abſchneide	abschneide
.	.

Delibratio	deliberatio
quoque	quoque
inter	inter
culturas	culturas
arborum	arborum
veniet	veniet
,	,
cum	cum
ſcilicet	scilicet
librum	librum
in	in
rectam	rectam
lineam	lineam
ſecamus	secamus
.	.

Das	das
iſt	ist
/	/

Es	es
ſolle	solle
das	das
Schraͤpffen	Schröpfen
auch	auch
under	unter
das	das
Baumpflantzen	Baumpflanzen
gezehlt	gezählt
werden	werden
/	/
wann	wenn
man	man
namblich	nämlich
die	die
Rinden	Rinde
gerad	gerade
auffſchneide	aufschneidet
.	.

Bey	bei
Plinio	Plinius
lib.	lib.
17.	17.
c.	c.
27.	27.
wird	wird
das	das
Schraͤpffen	Schröpfen
Scarificatio	scarificatio
genennet	genannt
/	/
