solo	Sólo
requiere	requiere
theología	teología
	,
y	y
persuadirse	persuadirse
el	el
mundo	mundo
que	que
ningun	ningún
xptiano	cristiano
que	que
tiene	tiene
mediano	mediano
conozimiento	conocimiento
no	no
se	se
quiera	quiera
salvar	salvar
es	es
dislate	dislate

las	Las
Cartas	cartas
de	de
Madrid	Madrid
del	del
ajente	agente
Recivi	recibí
y	y
veo	veo
q	que
pa	para
una	una
provin	provisión
de	de
Apelan	apelación
muy	muy
vien	bien
la	la
pudo	pudo
aber	haber
remitido	remitido
	,
en	en
caso	caso
q	que
los	los
sinco	cinco
pessos	pesos
no	no
fueran	fueran
bastantes	bastantes

no	No
se	sé
lo	lo
que	que
me	me
suzedera	sucederá

Nuestra	Nuestra
ultima	última
a	a
vm	VM
a	ha
sido	sido
en	en
4	4
de	de
este	éste
	,
en	en
la	la
qual	cual
le	le
abissamos	avisamos
la	la
venta	venta
de	de
las	las
restantes	restantes
sacas	sacas
de	de
lana	lana
de	de
vm	VM
con	con
lo	lo
que	que
mas	más
se	se
ofresca	ofrezca

que	Que
por	por
ella	ella
avera	habrá
vmd	VM
visto	visto
Lo	lo
que	que
Le	le
suppco	suplico

trata	Trata
de	de
se	se
lo	lo
pagar	pagar
	;
y	y
si	si
no	no
tienes	tienes
pan	pan
	,
en	en
dinero	dinero
o	u
otra	otra
espeçie	especie

yo	Yo
me	me
he	he
metido	metido
en	en
estas	estas
mercancias	mercancías
por	por
persuasion	persuasión
de	de
algunos	algunos
amigos	amigos
	,
mas	mas
muy	muy
mal	mal
me	me
halle	hallé
en	en
ello	ello

vsia	VSa
ordene	ordene
ay	ahí
a	a
quien	quien
Recive	recibe
d	de
aqui	aquí
adelante	adelante
las	las
cartas	cartas
q	que
de	de
aca	acá
fueren	fueren
	,
y	y
lo	lo
demas	demás
	,
q	que
un	un
criado	criado
lo	lo
llevara	llevará
ay	ahí
de	de
noche	noche
	,
y	y
a	a
la	la
misma	misma
ora	hora
se	se
bolvera	volverá
y	y
un	un
camo	camarero
lo	lo
llevara	llevará
y	y
otro	otro
trayra	traerá
la	la
Respta	respuesta
o	o
aguardara	aguardará
en	en
ese	ese
lugar	lugar
q	que
esta	está
ay	ahí
media	media
legua	legua
	,
q	que
se	se
pasa	pasa
grandes	grandes
congoxas	congojas
en	en
las	las
dilaciones	dilaciones
de	de
no	no
tenerlas	tenerlas
cada	cada
dia	día

mañana	Mañana
parte	parte
de	de
aqui	aquí
un	un
Criado	criado
con	con
el	el
retrato	retrato
en	en
qu	que
el	él
va	va
en	en
una	una
caxa	caja
de	de
oro	oro
con	con
esta	ésta
de	de
vsia	VSa
y	y
lleve	lleve
unos	unos
escudos	escudos
para	para
ayuda	ayuda
a	a
pagar	pagar
por	por
vsia	VSa
y	y
olgarse	holgarse
vsia	VSa
	,
a	a
quien	quien
supco	suplico
este	éste
	,
adbertida	advertida
d	de
ello	ello
y	y
mande	mande
dar	dar
orden	orden
quien	quien
lo	lo
Reçive	recibe

son	Son
tantos	tantos
mis	mis
trabagos	trabajos
que	que
	,
anque	aunque
quiera	quiera
esqusar	excusar
el	el
degar	dejar
de	de
enfados	enfados
a	a
vm	VM
i	y
a	a
otros	otros
señores	señores
	,
sabe	sabe
dios	Dios
que	que
no	no
puedo	puedo
i	y
cada	cada
dia	día
con	con
mas	más
trabagos	trabajos
que	que
son	son

Muy	Muy
siervo	siervo
de	de
V	vuestra
Ra	reverencia
	,
Fr	Francisco
Estevan	Esteban
de	de
Jhe	Jesús
Ma	María
resiva	Reciba
Me	madre
Antonia	Antonia
Teresa	Teresa
de	de
San	San
Josef	José

artas	Hartas
besses	veces
me	me
e	he
acordado	acordado
de	de
lo	lo
que	que
en	en
barias	varias
ocasiones	ocasiones
me	me
as	has
dho	dicho
	,
pero	pero
echo	hecho
el	el
yerro	yerro
no	no
tiene	tiene
mas	más
Remedio	remedio
que	que
aguantar	aguantar

Muy	Muy
vien	bien
me	me
parece	parece
baya	vaya
el	el
testimonio	testimonio
de	de
lo	lo
obrado	obrado
pa	para
vmd	VM
,	,
sentencia	sentencia
del	del
asessor	asesor
,	--
mas	más
Peticiones	peticiones
q	que
Presente	presenté
,	,
Pidiendo	pidiendo
Certificasen	certificasen
los	los
thesoreros	tesoreros
si	si
estaban	estaban
Cubiertos	cubiertos
de	de
las	las
Cantidades	cantidades
q	que
devia	debía
yo	yo
pa	para
la	la
villa	villa
de	de
Cangas	Cangas

luego	Luego
en	en
cuenqua	Cuenca
un	un
don	don
duarte	Duarte
de	de
sivilla	Sevilla
	,
que	que
salio	salió
tullido	tullido
de	de
los	los
brasos	brazos
,	,
y	y
duzientos	doscientos
asotes	azotes
,	--
y	y
dies	diez
anos	años
de	de
galeras	galeras

y	Y
esto	esto
todo	todo
es	es
embidia	envidia

el	Él
yra	irá
derecho	derecho
a	a
casa	casa
del	del
portador	portador
	,
q	que
esta	ésta
lleve	lleve
para	para
q	que
el	él
se	se
lo	lo
diga	diga

con	Con
ellas	ellas
sali	salí
de	de
cuidado	cuidado
,	,
que	que
a	a
la	la
verdad	verdad
le	le
tenia	tenía
por	por
la	la
tardanza	tardanza

he	He
mandado	mandado
en	en
Harlem	Harlem
para	para
hazer	hacer
algunas	algunas
	,
pero	pero
esso	eso
no	no
puede	puede
acontecer	acontecer
tan	tan
presto	presto

esto	Esto
le	le
damos	damos
solamente	solamente
por	por
la	la
comida	comida
y	y
limpiesa	limpieza
,	,
porque	porque
todo	todo
lo	lo
demas	demás
de	de
vestir	vestir
,	--
y	y
calsar	calzar
,	--
y	y
maestros	maestros
,	--
y	y
mestras	maestras
,	--
pagamos	pagamos
aparte	aparte

a	A
fuera	fuerza
de	de
quegos	quejos
le	le
escribo	escribo
	,
porq	porque
sepa	sepa
la	la
cosa	cosa
mas	más
lastimosa	lastimosa
q	que
a	ha
cucedido	sucedido
en	en
la	la
bida	vida

dios	Dios
le	le
de	dé
conocimto	conocimiento
para	para
q	que
no	no
se	se
pierda	pierda

Beso	Beso
las	las
manos	manos
de	de
vm	VM
	,
Isaac	Isaac
Balde	Balde
Domo	Domingo
de	de
santa	Santa
marina	Marina

si	Si
vmd	VM
no	no
las	las
echa	echa
	,
no	no
bendra	vendrá
carta	carta
aca	acá
ni	ni
la	la
recebira	recibirá
mia	mía

que	Que
yo	yo
no	no
falto	falto
con	con
ellas	ellas

i	Y
a	a
los	los
gritos	gritos
i	y
boces	voces
recordaron	recordaron
algunos	algunos
i	y
se	se
arorgaban	arrojaban
en	en
camisa	camisa
	:
el	el
marido	marido
llorando	llorando
a	a
su	su
muger	mujer
i	e
higos	hijos
	,
unos	unos
cemados	quemados
	,
otros	otros
ahogados	ahogados

vmd	VM
sabe	sabe
darla	darla
,	,
hagame	Hágame
fabor	favor
proveerle	proveerle
	,
q	que
yo	yo
proveere	proveeré
de	de
leña	leña
pa	para
la	la
bendimia	vendimia

querera	Quererá
dios	Dios
que	que
hasta	hasta
fin	fin
d	de
este	éste
se	se
cobre	cobre
algo	algo
	,
que	que
por	por
delijencias	diligencias
no	no
queda	queda

i	Y
a	a
vm	VM
suplico	suplico
si	si
pudiere	pudiere
me	me
aga	haga
una	una
limosna	limosna
	,
por	por
amor	amor
de	de
dios	Dios
	,
que	que
su	Su
dibina	Divina
magestad	Majestad
sabe	sabe
no	no
lo	lo
pido	pido
de	de
bisio	vicio

La	La
Sra	señora
Comendadora	comendadora
era	era
mui	muy
buena	buena
pa	para
lo	lo
rrecebir	recibir
d	de
esa	esa
suerte	suerte

io	Yo
las	las
enbiare	enviaré
por	por
el	el
no	nuestro
sr	señor
geronimo	Gerónimo
de	de
bitoria	Vitoria

es	Es
qto	cuanto
se	se
me	me
ofrece	ofrece
suplicar	suplicar
a	a
vmd	VM
	,
cuyas	cuyas
Gde	guarde
Nuestro	Nuestro
ssr	Señor
en	en
Anbas	ambas
felisidadez	felicidades

señor	Señor
graviel	Gabriel
lorenzo	Lorenzo
toribio	Toribio

B	Besa
l	la
m	mano
de	de
Vm	VM
su	su
deseoso	deseoso
sr	señor
	,
Uriarte	Uriarte
sr	Señora
Josepha	Josefa
Cordal	Cordal

a	A
mi	mi
cunhado	cuñado
felipe	Felipe
dias	Dias
le	le
dara	dará
vmd	VM
de	de
my	mi
pte	parte
mill	mil
rrecados	recados
y	y
que	que
por	por
estar	estar
diperso	diperso
no	no
lo	lo
ago	hago
	,
que	que
sera	será
en	en
la	la
pra	primera
ocasion	ocasión

Dn	Don
Alonsso	Alonso
ordonez	Ordóñez
no	No
ay	hay
que	que
encargar	encargar
el	el
secreto	secreto

y	Y
	,
con	con
esto	esto
	,
nro	Nuestro
señor	Señor
le	le
de	dé
la	la
salud	salud
que	que
para	para
mi	mí
deceo	deseo

no	No
sirve	sirve
de	de
mas	más
a	a
vmd	VM
	,
gde	guarde
Dios	Dios
	...
	—
Palabras	palabras
pocas	pocas
mas	más
u	o
menos	menos
.	—
Izabel	Isabel
Rodrigues	Rodríguez

i	Y
si	si
bolbiere	volviere
respuesta	respuesta
	,
me	me
la	la
remitira	remitirá
vmd	VM
dentro	dentro
de	de
su	su
carta	carta

yo	Yo
solizitare	solicitaré
quanto	cuanto
pueda	pueda
tenga	tenga
efecto	efecto
qto	cuanto
antes	antes
sea	sea
pusible	posible
,	,
pero	pero
siempre	siempre
juzgo	juzgo
se	se
dilatara	dilatará
dos	dos
o	o
tres	tres
meses	meses

como	Como
mi	mi
prision	prisión
ba	va
tan	tan
a	a
lo	lo
largo	largo
	,
adonde	adonde
estaba	estaba
mi	mi
ija	hija
io	yo
la	la
e	he
hechado	echado
sin	sin
tener	tener
remedio	remedio
para	para
sustentarla	sustentarla
ni	ni
una	una
casa	casa
adonde	adonde
podella	poderla
tener	tener

hagale	Hágale
md	merced
	,
pues	pues
es	es
pariente	pariente
y	y
he	hombre
de	de
bien	bien
y	y
vzo	vecino
	,
y	y
vm	VM
no	no
es	es
de	de
los	los
q	que
lleban	llevan
capas	capas
ajenas	ajenas

y	Y
si	si
pusible	posible
fuere	fuere
sean	sean
dos	dos
mill	mil
rs	reales
	,
q	que
lo	lo
estimare	estimaré
como	como
si	si
de	de
gracia	gracia
se	se
me	me
dieran	dieran

Ciud	Ciudad
Real	Real
	,
maio	mayo
12	12
de	de
93	93

el	El
rei	rey
dicen	dicen
a	ha
dado	dado
bentequatro	veinticuatro
mil	mil
ducados	ducados
i	y
la	la
renta	renta
de	de
tantos	tantos
anos	años
de	de
lo	lo
de	de
la	la
placa	plaza
para	para
q	que
buelban	vuelvan
a	a
labrar	labrar

si	Si
algo	algo
se	se
ofreçiere	ofreciere
	,
a	a
Madd	Madrid
puede	puede
V	vuestra
R	reverenda
escrivir	escribir
	,
q	que
de	de
alli	allí
resibira	recibirá
las	las
cartas	cartas
donde	donde
estuviera	estuviera

ia	Ya
hoy	hoy
le	le
he	he
enseñado	enseñado
a	a
agustin	Agustín
sanchez	Sánchez
a	a
miguel	Miguel
el	el
baylador	Bailador
	,
quie	quien
tu	tú
bien	bien
conoces	conoces
,	,
el	Él
bive	vive
y	y
	,
si	si
te	te
esta	está
bie	bien
bolver	volver
con	con
el	él
	,
lo	lo
mires	mires
bien	bien
porq	porque
estaras	estarás
en	en
servicio	servicio
de	de
Dios	Dios

Lo	Lo
q	que
a	a
Vm	VM
se	se
la	la
debe	debe
lo	lo
buscare	buscaré
aunq	aunque
sea	sea
devaxo	debajo
de	de
tierra	tierra
	;
pero	pero
en	en
adelante	adelante
si	si
Vm	VM
la	la
quisiere	quisiere
tener	tener
se	se
aguardara	aguardará
Vm	VM
hasta	hasta
q	que
aya	haya
otra	otra
forma	forma
	,
no	no
porq	porque
yo	yo
no	no
quisiera	quisiera
obrar	obrar
como	como
hombre	hombre
de	de
bien	bien
	,
pero	pero
si	sí
porq	porque
no	no
ayudan	ayudan
los	los
medios	medios
,	--
por	por
haver	haber
ya	ya
gastado	gastado
mi	mi
patrimonio	patrimonio

Cuenca	Cuenca
	,
16	16
de	de
julio	julio
659	659

no	No
tengo	tengo
de	de
que	que
mas	más
lo	lo
aga	haga

Rezivi	Recibí
la	la
carta	carta
de	de
Vm	VM
de	de
15	15
del	del
pasado	pasado
en	en
q	que
me	me
dize	dice
el	el
sentimiento	sentimiento
en	en
q	que
se	se
alla	halla
por	por
la	la
falta	falta
del	del
conde	conde
	,
mi	mi
sor	señor
y	y
mi	mi
hermno	hermano
(	(
q	que
Dios	Dios
aya	haya
)	)
	,
acompañandome	acompañándome
en	en
el	el
mucho	mucho
mio	mío
,	,
como	como
lo	lo
creo	creo
del	del
afecto	afecto
de	de
Vm	VM
,	--
y	y
la	la
buena	buena
ley	ley
q	que
tubo	tuvo
su	su
Padre	padre
	,
de	de
q	que
estoy	estoy
bien	bien
enterado	enterado

Capellan	Capellán
de	de
vmd	VM
	,
fr	fray
thomas	Tomás
philipe	Filipe
de	de
guerra	Guerra

A	A
D	doña
Blanca	Blanca
Fresco	Fresco
esta	ésta
por	por
propia	propia
	,
con	con
mil	mil
desseos	deseos
de	de
su	su
vista	vista
	,
que	que
si	si
las	las
cobranças	cobranzas
andaran	andaran
d	de
esta	esta
forma	forma
que	que
no	no
me	me
avia	había
de	de
dilatar	dilatar
mucho	mucho
mi	mi
viaje	viaje
.	;
mas	mas
que	que
le	le
doi	doy
palabra	palabra
atropellare	atropellaré
lo	lo
mas	más
que	que
pueda	pueda
por	por
abrevialla	abrevialla

y	Y
yo	yo
deseo	deseo
se	se
les	les
continue	continúe
muchos	muchos
años	años

se	Se
me	me
da	da
poco	poco
no	no
por	por
sobervia	soberbia
lo	lo
que	que
digo	digo
	,
sino	sino
que	que
yo	yo
que	que
a	a
todos	todos
servi	serví
en	en
lo	lo
que	que
me	me
ocuparon	ocuparon
en	en
la	la
parte	parte
que	que
podia	podía
	,
y	y
que	que
oi	hoy
	,
llegado	llegado
aqui	aquí
mel	Manuel
	,
le	le
puso	puso
por	por
delante	delante
al	al
picaro	pícaro
de	de
sa	Sa
lo	lo
que	que
io	yo
avia	había
hecho	hecho

Pimienta	Pimienta
vale	vale
18	18
a	a
18	18
1/4	1/4
:	;
clavo	clavo
de	de
espiceria	especería
96	96
	;
canella	canela
buena	buena
de	de
64	64
a	a
80	80
	;
vaquetas	vaquetas
1	1
13	13
a	a
13	13
1/2	1/2
ps	placas

renovara	Renovará
sobre	sobre
vmd	VM
y	y
en	en
toda	toda
parte	parte
se	se
puede	puede
buscar	buscar
la	la
vida	vida
	,
y	y
mas	más
teniendo	teniendo
vmd	VM
un	un
yjo	hijo
tan	tan
onrado	honrado
,	—
ya	ya
onbre	hombre
	—
para	para
que	que
le	le
ayude	ayude

y	Y
por	por
aca	acá
se	se
ara	hará
todo	todo
lo	lo
que	que
se	se
pueda	pueda
para	para
que	que
acredite	acredite
mi	mi
afecto	afecto
	,
lo	lo
que	que
deseo	deseo
servir	servir
a	a
Vmd	VM

ia	Ya
le	le
e	--
dige	dije
q	que
echara	echara
las	las
cartas	cartas
en	en
el	el
correo	correo
a	a
mi	mi
ermana	hermana
maria	María
de	de
soto	Soto

seis	Seis
dias	días
abra	habrá
supe	supe
como	cómo
nro	Nuestro
señor	Señor
fue	fue
serbido	servido
de	de
llevar	llevar
para	para
si	sí
a	a
D	don
Pedro	Pedro
de	de
Salazar	Salazar
	,
su	su
tio	tío
de	de
vmd	VM

y	Y
todos	todos
juntos	juntos
nos	nos
recomendamos	recomendamos
en	en
vmd	VM
y	y
su	su
buena	buena
grasia	gracia

faltome	Faltome
un	un
lugar	lugar
que	que
no	no
pude	pude
ajustar	ajustar
	,
que	que
fue	fue
el	el
Canpo	Campo
de	de
quintana	Quintana
que	que
quedo	quedó
por	por
adm	administrar
	,
ademas	además
de	de
otras	otras
dos	dos
por	por
adm	administrar
que	que
sienpre	siempre
estubieron	estuvieron
	,
porque	porque
gastan	gastan
mas	más
copia	copia
de	de
que	que
estaren	estarem
arrendados	arrendados
	,
y	y
en	en
personas	personas
que	que
lo	lo
pagan	pagan
luego	luego

y	Y
que	que
Vm	VM
nombre	nombre
por	por
su	su
parte	parte
contres	contadores
que	que
asistan	asistan
con	con
los	los
de	de
S	su
e	excelencia
a	a
la	la
liquidazn	liquidación
y	y
ajustamto	ajustamiento
	,
para	para
que	que
se	se
haga	haga
a	a
satisfacion	satisfacción
de	de
ambas	ambas
partes	partes

y	Y
que	que
para	para
esto	esto
es	es
menester	menester
Facultad	facultad
Rl	real
de	de
Su	Su
Magd	Majestad
en	en
que	que
lo	lo
mande	mande

los	Los
precios	precios
de	de
las	las
lanas	lanas
augmentaran	aumentarán
con	con
la	la
salida	salida

y	Y
no	no
tener	tener
un	un
remedio	remedio
	,
lo	lo
uno	uno
pagallo	pagarlo
	,
ni	ni
para	para
yrme	irme
a	a
buscar	buscar
mi	mi
bida	vida

antes	Antes
me	me
a	ha
de	de
ser	ser
de	de
provecho	provecho
	,
porque	porque
yo	yo
piensso	pienso
yr	ir
alla	allá
con	con
el	el
juez	juez
y	y
haremos	haremos
que	que
piensen	piensen
que	que
yo	yo
no	no
e	he
menester	menester
nada	nada
en	en
ese	ese
lugar	lugar
ni	ni
se	se
me	me
da	da
nada	nada

dijome	Díjome
embiarian	enviarían
carta	carta
para	para
vmd	VM
	,
mas	mas
hasta	hasta
ahora	ahora
no	no
a	ha
llegado	llegado
,	--
para	para
remitirla	remitirla

Ya	Ya
tenemos	tenemos
matrimonio	matrimonio
	;
y	y
la	la
Sra	señora
escolastica	Escolástica
	,
marido	marido
	,
que	que
era	era
donde	donde
batia	batía
	,
segun	según
decia	decía
su	su
pundonor	pundonor
respecto	respecto
de	de
las	las
antezedencias	antecedencias

Aldao	Aldán
	,
y	y
su	su
cassa	casa
	,
28	28
de	de
1699	1699

y	Y
si	si
vm	VM
esta	está
enteresado	interesado
en	en
algun	algún
navio	navío
que	que
avia	había
de	de
tommar	tomar
aqui	aquí
su	su
carga	carga
	,
no	no
seria	sería
malo	malo
que	que
truge	traje
algunas	algunas
cartas	cartas
de	de
favor	favor
del	del
señorio	señorío
por	por
si	si
en	en
caso	caso
no	no
querien	quieren
dar	dar
licençia	licencia
en	en
la	la
benta	venta
de	de
las	las
lanas	lanas

el	El
encomendarla	encomendarla
a	a
V	vuestra
R	reverenda
a	a
nro	Nuestro
Sor	Señor
lo	lo
hare	haré
con	con
mucho	mucho
gusto	gusto
,	--
y	y
le	le
ruego	ruego
q	que
lo	lo
haga	haga
por	por
mi	mí

y	Y
espero	espero
que	que
con	con
el	el
tiempo	tiempo
me	me
a	ha
de	de
ir	ir
mejor	mejor

avisote	Avísote
como	como
amigo	amigo
q	que
te	te
deseo	deseo
bien	bien

i	Y
si	si
acaso	acaso
vm	VM
tubiere	tuviere
algun	algún
abiso	aviso
de	de
alguna	alguna
presona	persona
que	que
io	yo
e	he
escrito	escrito
me	me
respondan	respondan
por	por
orden	orden
de	de
vm	VM
	,
me	me
ara	hará
fabor	favor
de	de
enbiarmela	enviármela
a	a
esta	esta
carsel	cárcel

y	Y
para	para
mi	mí
es	es
quedaren	quedarem
de	de
peor	peor
calidad	calidad
	,
por	por
quanto	cuanto
muebles	muebles
y	y
haziendas	haciendas
es	es
lo	lo
mismo	mismo
que	que
nada	nada
	,
que	que
aun	aún
estoi	estoy
diviendo	debiendo
la	la
letra	letra
que	que
invie	envié

Por	Por
tanto	tanto
	,
pedia	pedía
y	y
suplicava	suplicaba
a	a
Su	Su
magd	Majestad
mandase	mandase
despachar	despachar
un	un
juez	juez
que	que
	,
a	a
costa	costa
de	de
la	la
dha	dicha
villa	villa
	,
fuese	fuese
con	con
scrivano	escribano
Reçeptor	receptor
a	a
hacer	hacer
averiguacion	averiguación
de	de
lo	lo
susodho	susodicho
y	y
a	a
tomar	tomar
las	las
dhas	dichas
quentas	cuentas
de	de
los	los
dyos	dichos
veinte	veinte
años	años
	;
y	y
echo	hecho
lo	lo
susodho	susodicho
	,
su	Su
Magd	Majestad
mandase	mandase
lo	lo
que	que
mas	más
conviniese	conviniese
a	a
su	su
Rl	real
Servicio	servicio
etc	etc

A	A
qien	quien
pido	pido
	,
por	por
amor	amor
de	de
dios	Dios
y	y
de	de
su	su
santisima	santísima
madre	madre
	,
me	me
favoresca	favorezca
con	con
una	una
limosna	limosna
para	para
ayuda	ayuda
de	de
pasar	pasar
este	este
trabajo	trabajo
tan	tan
afrentoso	afrentoso

lo	Lo
q	que
la	la
suplico	suplico
a	a
V	vuestra
Ra	reverencia
es	es
logre	logre
este	este
lanze	lance
tan	tan
a	a
proposito	propósito
pa	para
assemejarse	asemejarse
a	a
su	su
esposo	esposo
	,
q	que
padecio	padeció
aunq	aunque
sin	sin
culpa	culpa
carzel	cárcel
y	y
penas	penas
	,
y	y
espere	espere
en	en
su	su
bondad	bondad
	,
q	que
pasado	pasado
este	este
nublado	nublado
gozara	gozará
de	de
tranquilidad	tranquilidad
su	su
alma	alma

y	Y
tanbien	también
que	que
le	le
diese	diese
copia	copia
autentica	auténtica
de	de
la	la
comision	comisión
que	que
bino	vino
del	del
consejo	consejo
	,
y	y
se	se
la	la
di	di

Del	Del
Sr	señor
mi	mi
tio	tío
Sebastian	Sebastián
Lopes	López
he	he
tenido	tenido
carta	carta
y	y
quedava	quedaba
con	con
salud	salud
	;
y	y
tambien	también
la	la
Sra	señora
,	--
mi	mi
tia	tía
	,
que	que
esta	está
en	en
su	su
companhia	compañía

esto	Esto
que	que
me	me
subzede	sucede
sin	sin
duda	duda
esta	está
dispuesto	dispuesto
de	de
lo	lo
alto	alto

a	A
la	la
quinta	quinta

y	Y
es	es
berdad	verdad
que	que
felix	Félix
de	de
Huarte	Huarte
tiene	tiene
en	en
essos	esos
reynos	reinos
un	un
Hermano	hermano
llamado	llamado
Joseph	José
	,
que	que
se	se
crio	crió
en	en
mi	mi
compa	compañía
y	y
de	de
sus	sus
pes	padres
	,
pero	pero
a	ha
quatro	cuatro
anos	años
les	les
faltan	faltan
noticias	noticias
suyas	suyas

avizeme	Avíseme
si	si
los	los
quiere	quiere
	,
que	que
al	al
puto	punto
le	le
avizare	avisaré
se	se
los	los
entrege	entregue
a	a
vmd	VM

Veo	Veo
lo	lo
q	que
vmd	VM
me	me
dize	dice
en	en
horden	orden
a	a
mi	mi
dependencia	dependencia
y	y
no	no
acabo	acabo
realmente	realmente
de	de
cognocer	conocer
sobre	sobre
que	que
caie	calle
esta	esta
demora	demora
,	,
ni	ni
menos	menos
el	el
motivo	motivo
q	que
ubo	hubo
pa	para
no	no
pasar	pasar
a	a
recognocer	reconocer
las	las
thesorerias	tesorerías
	,
q	que
es	es
la	la
piedra	piedra
fundamental	fundamental
,	--
q	que
A	ha
de	de
Acreditar	acreditar
mi	mi
relazion	relación
ô	o
desbanecer	desvanecer
lo	lo
subpuesto	supuesto
de	de
los	los
Adbersos	adversos

esta	Esta
carta	carta
escribo	escribo
por	por
un	un
judio	judío
a	a
otro	otro
que	que
esta	está
en	en
oran	Orán
que	que
se	se
llama	llama
cansino	Cansino

los	Los
premios	premios
al	al
presente	presente
son	son
de	de
6	6
a	a
7	7

mi	Mi
ultima	última
a	a
vmd	VM
fue	fue
en	en
27	27
del	--
del	del
passado	pasado
	,
a	a
lo	lo
qual	cual
me	me
refiero	refiero

y	Y
fio	fío
de	de
su	su
vertud	virtud
no	no
dexara	dejará
passar	pasar
por	por
alto	alto
,	--
una	una
ocazion	ocasión
de	de
tanto	tanto
merecimiento	merecimiento

Cuenca	Cuenca
	,
a	a
20	20
de	de
novie	noviembre
de	de
1655	1655
años	años

d	De
esta	esta
casa	casa
de	de
la	la
penitensia	penitencia
de	de
Toledo	Toledo
	,
15	15
de	de
marzo	marzo
de	de
658	658

y	Y
por	por
no	no
detener	detener
el	el
propio	propio
	,
le	le
aviso	aviso
a	a
Vmd	VM
el	el
que	que
se	se
benga	venga
quanto	cuanto
antes	antes
para	para
esta	ésta
suya	suya
y	y
acabaremos	acabaremos
de	de
Remitir	remitir
el	el
testimonio	testimonio
de	de
los	los
autos	autos
a	a
madrid	Madrid

Ocaña	Ocaña
	,
a	a
13	13
de	de
mayo	mayo
de	de
1661	1661

no	No
quise	quise
que	que
me	me
comprassen	comprasen
canela	canela
a	a
Roterdam	Róterdam
porque	porque
era	era
hazienda	hacienda
que	que
no	no
valia	valía
nada	nada

mandenos	Mándenos
dizir	decir
si	si
se	se
vis	viste
por	por
sus	sus
manos	manos
	,
y	y
si	si
todavia	todavía
las	las
tiene	tiene
malas	malas
metalas	métalas
en	en
los	los
degolladeros	degolladeros
de	de
las	las
vacas	vacas
	,
que	que
se	se
allara	hallará
bien	bien
con	con
eso	eso

ermano	Hermano
de	de
mi	mi
alma	alma
	,
a	a
mi	mí
me	me
quedaron	quedaron
	,
de	de
todas	todas
mis	mis
riquezas	riquezas
y	y
caudal	caudal
que	que
tenia	tenía
	,
seis	seis
mil	mil
y	y
tantos	tantos
reales	reales
que	que
tengo	tengo
para	para
ayuda	ayuda
de	de
mi	mi
rescate	rescate

q	Que
ban	van
descrubiriendo	descubriendo
los	los
sotanos	sótanos
i	y
sacando	sacando
la	la
hacienda	hacienda
i	y
la	la
gente	gente
muerta	muerta
	,
q	que
es	es
para	para
quebrar	quebrar
los	los
coracones	corazones
de	de
piedra	piedra

estimare	Estimaré
que	que
vmd	VM
me	me
Responda	responda

i	Y
assi	así
	,
te	te
aBiço	aviso
De	de
todo	todo
	,
que	que
esttando	estando
en	en
mi	mi
casa	casa
es	es
todo	todo
quanto	cuanto
Bien	bien
Podo	puedo
aver	haber
consegido	conseguido

de	De
aquel	aquel
negoçio	negocio
no	no
ai	hay
nada	nada

Olgareme	Holgareme
Vm	VM
llegasse	llegase
con	con
entera	entera
salud	salud
i	y
de	de
que	que
al	al
presente	presente
la	la
gosse	goce

vamorto	Baamorto
	,
y	y
setienbre	setiembre
29	29
de	de
1698	1698

.	»
sigunda	Segunda
en	en
la	la
misma	misma
forma	forma
	,
diziendo	diciendo
me	me
avia	había
ia	ya
escrito	escrito
tercera	tercera
	,
quatro	cuatro
Ringlones	renglones
que	que
son	son
los	los
siguientes	siguientes
:	:
	«
esta	Ésta
no	no
sirve	sirve
de	de
mas	más
que	que
de	de
acuerdo	acuerdo
,	--
de	de
que	que
tengo	tengo
escrito	escrito
a	a
vmd	VM
otras	otras
2	2

y	Y
de	de
mi	mí
puede	puede
fiar	fiar
no	no
faltare	faltaré
con	con
todo	todo
lo	lo
que	que
estuviere	estuviere
en	en
mi	mi
mano	mano
pa	para
servirla	servirla

y	Y
antes	antes
mucho	mucho
,	--
estaba	estaba
