Effter	Efter
skattehemman	skattehemman
Tälsgiärde	Tälsgiärde
/	/
niutit	njutit
hälfften	hälften
af	av
alt	allt
hwad	vad
hemmanet	hemmanet
kastat	kastat
af	av
sig	sig
och	och
det	det
,	,
skiönt	skönt
intet	intet
contract	kontrakt
är	är
emellan	emellan
jordäganden	jordägaren
och	och
hallnabrukaren	hallnabrukaren
,	,
ändå	ändå
altid	alltid
är	är
brukeligit	brukligt
,	,
att	att
hallnabrukaren	hallnabrukaren
swarar	svarar
till	till
hälfften	hälften
uti	uti
knechtehållet	knektehållet
;	;
altså	alltså
kan	kan
tingzrätten	tingsrätten
intet	intet
annat	annat
finna	finna
,	,
än	än
att	att
Lars	Lars
Olssön	Olssön
bör	bör
,	,
effter	efter
Ohsengii2	Ohsengii
uthlåtelse	utlåtelse
,	,
åthminstone	åtminstone
bestå	bestå
1	1
/	/
3	3
dehl	del
af	av
den	den
nylegde	nylagde
soldatens	soldatens
lön3	lön
,	,
lega	lega
och	och
städzel	städsel
i	i
proportion	proportion
af	av
det	det
,	,
som	som
deraf	därav
på	på
Tälsgiärde	Tälsgiärde
hemmanet	hemmanet
sig	sig
kan	kan
belöpa	belöpa
,	,
effter	efter
som	som
han	han
intet	intet
längre	längre
blir	blir
wid	vid
hemmanet	hemmanet
än	än
till	till
nästkommande	nästkommande
midfasta	midfasta
.	.
	
Om	Om
dee	de
påstådde	påstådda
fohrpenningarne	forpenningarna
,	,
som	som
Lars	Lars
Olssön	Olssön
nekat	nekat
sig	sig
hafwa	ha
lofwat	lovat
,	,
och	och
dee	de
2:ne	2:ne
öke	öke
dagzwärcken	dagsverken
,	,
som	som
Ohsengius4	Ohsengius
skal	skall
fådt	fått
af	av
Brundin	Brundin
men	men
den	den
förra	förra
der	där
till	till
nekat5	nekat
,	,
lemnas	lämnas
dem	dem
å	å
båda	båda
sijdor	sidor
att	att
stämma	stämma
hwar	var
annan	annan
till	till
nästa	nästa
ting	ting
och	och
,	,
om	om
dee	de
gitta	gitta
,	,
hwarannan	varannan
det	det
öfwerbewijsa	överbevisa
,	,
effter	efter
som	som
ingenthera	ingendera
disputerat	disputerat
det	det
begiärte	begärda
opskofwet	uppskovet
der	där
med	med
.	.
	
Till	Till
fölie	följe
af	av
högwälborne	högvälborne
herr	herr
baron	baron
och	och
landzhöfdingens	landshövdingens
gifne	givna
resolution	resolution
uppå	uppå
framledne	framlidne
häradzskrifwarens	häradsskrivarens
Petter	Petter
Agrells	Agrells
effterlåtne	efterlåtna
änckias	änkas
,	,
dygdesamma	dygdesamma
hustrus	hustrus
Elisabeth	Elisabeth
Wendlers	Wendlers
,	,
supplique	supplique
undersöktes	undersöktes
nu	nu
om	om
hennes	hennes
tillstånd	tillstånd
,	,
och	och
som	som
nämden	nämnden
med	med
flera	flera
närwarande	närvarande
wiste	visste
att	att
intyga	intyga
,	,
det	det
hon	hon
är	är
en	en
gammal	gammal
menniskia	människa
in	in
emot	emot
70	70
åhr	år
samt	samt
siuklig	sjuklig
och	och
krasslig	krasslig
,	,
uthan	utan
att	att
hafwa	ha
någon	någon
annan	annan
egendomb	egendom
än	än
1	1
/	/
2	2
skattefrälsehemman	skattefrälsehemman
,	,
warandes	varandes
nu	nu
i	i
det	det
tillstånd	tillstånd
stadd	stadd
,	,
att	att
om	om
hon	hon
intet	intet
hade	hade
sin	sin
måg	måg
,	,
sergeanten	sergeanten
ähreborwe	äreborne
och	och
manhafftig	manhaftig
Benjamin	Benjamin
Elgklo	Elgklo
,	,
att	att
lita	lita
sig	sig
till	till
,	,
så	så
förmåtte	förmådde
hon	hon
intet	intet
att	att
så	så
skiöta	sköta
och	och
förestå	förestå
bemäZte	bemälda
hemman	hemman
,	,
att	att
hon	hon
deraf	därav
kunde	kunde
hafwa	ha
sin	sin
föda	föda
och	och
uthkomst	utkomst
,	,
uthan	utan
wordo	var
i	i
annor	annan
händelse	händelse
råkandes	råkandes
i	i
uselhet	uselhet
och	och
armod	armod
;	;
Ty	Ty
blef	blev
detta	detta
till	till
bewijs	bevis
derom	därom
meddelt	meddelat
.	.
/	/
	
S	S
.	.
T	T
.	.
Giör	Gör
här	här
med	med
wetterligit	veterligt
,	,
att	att
åhr	år
effter	efter
wår	vår
Herres	Herres
och	och
frälsares	frälsares
Jesu	Jesu
Christi	Christi
nåderijka	nåderika
födelse	födelse
1736	1736
den	den
27	27
\	\
zxM,arii	zxM,arii
,	,
då	då
jag	jag
rätt	rätt
laga	laga
ting	ting
hölt	höll
med	med
allmogen	allmogen
och	och
menige	menige
man	man
af	av
Wendels	Wendels
tingzlag	tingslag
å	på
wahnligit	vanligt
tingzställe	tingsställe
uti	uti
Karby	Karby
by1	by
,	,
när	när
warande	varande
Cronones	Kronans
länsman	länsman
wällachtatt	välaktat
Gabriel	Gabriel
Wretberg	Wretberg
och	och
tingzlagetz	tingslagets
nedanskrefne	nedanskrivna
wahnliga	vanliga
nämd2	nämnd
,	,
lät	lät
kyrckioherden	kyrkoherden
i	i
Dannemora	Dannemora
ährewyrdige	ärevyrdige
och	och
högwällärde	högvällärde
herr	herr
Erich3	Erich
Ekeroth	Ekeroth
anhålla	anhålla
om	om
denna	denna
rättz	rätts
faste	faste
och	och
stadfästelse	stadfästelse
bref	brev
å	å
skatte	skatte
och	och
besittningzrätten	besittningsrätten
af	av
det	det
frälsehemman	frälsehemman
i	i
Kläringe	Kläringe
,	,
bestående	bestående
af	av
7	7
/	/
8	8
mantahl	mantal
,	,
hwilcket	vilket
frälseåboen	frälseåboen
Pär	Pär
Hansson	Hansson
innehafft	innehaft
och	och
åbodt	åbott
.	.
	
Responsum	Responsum
,	,
i	i
14	14
åhr	år
.	.
	
bref	brev
af	av
den	den
7	7
julli	juli
1692	1692
och	och
5	5
november	november
1694	1694
,	,
bör	bör
effter	efter
orden	orden
förståes	förstås
uthan	utan
någon	någon
annan	annan
uttydning	uttydning
;	;
och	och
som	som
nästbemälte	nästbemälda
contract	kontrakt
förmår	förmår
och	och
innehåller	innehåller
uti	uti
dess	dess
6	6
§	§
,	,
att	att
Michel	Michel
Andersson	Andersson
skulle	skulle
wara	vara
answarig	ansvarig
och	och
fullgiöra	fullgöra
alt	allt
hwad	vad
effter	efter
det	det
med	med
herr	herr
rådman	rådman
Almgreen	Almgreen
slutne	slutna
contractet	kontraktet
intet	intet
war	var
fullgiordt	fullgjort
och	och
effterkommit	efterkommit
,	,
samt	samt
uti	uti
den	den
7	7
§	§
,	,
att	att
han	han
skulle	skulle
wijsa	visa
,	,
huru	hur
han	han
anwändt	använt
huserötesumman	husrötesumman
effter	efter
1725	1725
åhrs	års
syn	syn
,	,
eller	eller
i	i
brist	brist
deraf	därav
sådant	sådant
utbetala	utbetala
tillijka	tillika
med	med
den	den
huseröta	husröta
,	,
som	som
sedermera	sedermera
kunde	kunde
wid	vid
gården	gården
wara	vara
existerad	existerad
;	;
warandes	varandes
det	det
en	en
klar	klar
analogie	analogi
och	och
lijkhet	likhet
,	,
att	att
om	om
Ahlsteen	Ahlsteen
kunde	kunde
niuta	njuta
sådant	sådant
till	till
godo	godo
,	,
sedan	sedan
han	han
hade	hade
kiöpt	köpt
hemmanet	hemmanet
af	av
Almgreen	Almgreen
,	,
det	det
Anders	Anders
Andersson	Andersson
äfwen	även
bör	bör
niuta	njuta
samma	samma
förmohn	förmån
effter	efter
Ahlsteen	Ahlsteen
.	.
	
I	I
annor	annan
händelse	händelse
böra	bör
dee	de
hwad	vad
som	som
dem	dem
,	,
såsom	såsom
ofwanförmält	ovanförmält
finnes	finns
,	,
påfördt	påfört
är	är
,	,
straxt	strax
betala	betala
eller	eller
undergå	undergå
execution	exekution
,	,
hwarifrån	varifrån
doch	dock
Anders	Anders
Ersson	Ersson
i	i
Uggelbo	Uggelbo
befrias	befrias
,	,
till	till
dess	dess
det	det
effter	efter
föregången	föregången
ytterligare	ytterligare
stämning	stämning
närmare	närmare
blir	blir
bewijst	bevisat
,	,
huruwijda	huruvida
han	han
bör	bör
niuta	njuta
sin	sin
opwijste	uppvisade
sluthzedel	slutsedel
till	till
godo	godo
eller	eller
intet	intet
.	.
	
Om	Om
dee	de
frånwarande	frånvarande
kan	kan
tingzrätten	tingsrätten
sig	sig
intet	intet
uthlåta	utlåta
,	,
innan	innan
det	det
wijsas	visas
,	,
att	att
dee	de
blifwit	blivit
wederbörhgen	vederbörligen
/	/
stämde	stämde
,	,
som	som
denna	denna
gången	gången
intet	intet
skiedt	skett
.	.
	
För	För
Anders	Anders
Erssons	Erssons
i	i
Jordansbo	Jordansbo
,	,
nu	nu
i	i
Åkra	Åkra
,	,
169	169
daler	daler
*	*
,	,
som	som
erkände	erkände
blefwo	blev
,	,
gick	gick
befallningzmannen	befallningsmannen
Philip5	Philip5
Befwert	Befwert
i	i
caution	caution
,	,
så	så
att	att
dee	de
inom	inom
2	2
åhr	år
skulle	skulle
blifwa	bli
betalte	betalda
,	,
och	och
effter	efter
som	som
Lidberg	Lidberg
lät	lät
sig	sig
der	där
med	med
åthnöija	åtnöja
,	,
så	så
förblifver	förblir
det	det
ock	ock
der	där
wid	vid
.	.
	
Länsmannen	Länsmannen
Gabriel	Gabriel
Wretberg	Wretberg
anklagade	anklagade
ochså	också
giffte	gifte
drängen	drängen
Nils	Nils
Pärsson	Pärsson
,	,
som	som
skal	skall
wistas	vistas
hoos	hos
mölnareänckian	mjölnaränkan
i	i
Bergby	Bergby
,	,
och	och
ladugårdzpigan	ladugårdspigan
hustru	hustru
Eva	Eva
på	på
Storgården	Storgården
ibidem	ibidem
,	,
för	för
det	det
dee	de
nästledne	nästlidne
långfredag	långfredag
skola	skola
warit	varit
drukne	druckna
samt	samt
kifwat	kivat
och	och
slagitz	slagits
sins	sins
emellan	emellan
,	,
så	så
att	att
Nils	Nils
fådt	fått
både	både
blånader	blånader
och	och
blodwijten	blodviten
,	,
påståendes	påståendes
derföre	därför
den	den
plicht	plikt
emot	emot
dem	dem
,	,
som	som
lag	lag
förmår	förmår
.	.
	
Hustru	Hustru
Eva	Eva
tillstod	tillstod
,	,
att	att
alt	allt
så	så
tillgådt	tillgått
,	,
som	som
wittnet	vittnet
berättat	berättat
,	,
men	men
nekade	nekade
ännu	ännu
,	,
att	att
hon	hon
slagit	slagit
eller	eller
tillfogat	tillfogat
Nils	Nils
någon	någon
åkomma	åkomma
,	,
uthan	utan
lärer	lär
han	han
,	,
sade	sade
hon	hon
,	,
hafwa	ha
stött	stött
sig	sig
,	,
när	när
han	han
fohr	for
effter	efter
henne	henne
i	i
mörckret	mörkret
och	och
hof	hof
henne	henne
uth	ut
ur	ur
stugan	stugan
.	.
	
Erich	Erich
Pärsson	Pärsson
och	och
Michel	Michel
Nilsson	Nilsson
wille	ville
,	,
effter	efter
sin	sin
vice	vice
versa	versa
stämning	stämning
,	,
det	det
denna	denna
saak	sak
måtte	måtte
stå	stå
oafgiord	oavgjord
,	,
till	till
dess	dess
barnen	barnen
bli	bli
myndige	myndiga
,	,
att	att
dee	de
sielfwa	själva
få	få
förswara	försvara
sin	sin
rätt	rätt
,	,
emedan	emedan
det	det
intet	intet
will	vill
anstå	anstå
dem	dem
att	att
samtyckia	samtycka
till	till
någotthera	någotdera
i	i
medlerlertid1	mellertid
,	,
effter	efter
som	som
det	det
intet	intet
kan	kan
aflöpa	avlöpa
uthan	utan
stoor	stor
olägenhet	olägenhet
och	och
skada	skada
för	för
ängen	ängen
.	.
	
Mårten	Mårten
Mattsson	Mattsson
,	,
som	som
först	först
i	i
går	går
blifwit	blivit
stämd	stämd
,	,
wille	ville
intet	intet
swara	svara
,	,
innan	innan
han	han
blir	blir
lagligen	lagligen
stämd	stämd
;	;
hwilcket	vilket
tingzrätten	tingsrätten
,	,
effter	efter
processen	processen
,	,
intet	intet
ogilla	ogilla
kunde	kunde
,	,
uthan	utan
anstår	anstår
altså	alltså
här	här
med	med
,	,
hwad	vad
honom	honom
angår	angår
,	,
till	till
dess	dess
han	han
blir	blir
lagligen	lagligen
stämd	stämd
.	.
	
Erich	Erich
Mattsson	Mattsson
förnams	förnams
wara	vara
nyss	nyss
kommen	kommen
till	till
hemmanet	hemmanet
och	och
har	har
således	således
intet	intet
wettat	vetat
af	av
sin	sin
hålldag	hålldag
,	,
hälst	helst
han	han
icke	icke
heller	heller
war	var
till	till
kyrckian	kyrkan
den	den
gången	gången
,	,
när	när
det	det
blef	blev
tillsagdt	tillsagt
om	om
hållskiutzen	hållskjutsen
;	;
hwarföre	varför
ock	ock
han	han
från	från
böter	böter
denna	denna
gången	gången
befriad	befriad
/	/
warder	var
,	,
men	men
så	så
bör	bör
han	han
lijkwäl	likväl
opfylla	uppfylla
denna	denna
skiutz	skjuts
,	,
enär	enär
han	han
påkallad	påkallad
warder	var
till	till
giästgifware	gästgivare
gården	gården
.	.
	
Ersättning	Ersättning
för	för
det	det
Brundin	Brundin
hafft	haft
Ohsengii	Ohsengii
häst	häst
till	till
Strömsberg	Strömsberg
med	med
uthlagzsäden	utlagssäden
wille	ville
han	han
så	så
mycket	mycket
mindre	mindre
bestå	bestå
,	,
som	som
han	han
jemwäl	jämwäl
då	då
förde	förde
Ohsengii	Ohsengii
egen	egen
sad	säd
med	med
.	.
	
Om	Om
dagzwärcken	dagsverken
mente	menade
Brundin	Brundin
wara	vara
wid	vid
sidsta	sista
ting	ting
dömdt	dömt
;	;
men	men
sina	sina
i	i
|	|
ökedagzwärcken	ökedagsverken
gaf	gav
han	han
effter	efter
emot	emot
den	den
sad	säd
han	han
fådt	fått
af	av
det	det
nyoptagne	nyupptagna
åkerstycket	åkerstycket
,	,
som	som
Ohs	Ohs
begiärt	begärt
.	.
	
Och	Och
emedan	emedan
det	det
intet	intet
kunnat	kunnat
finnas	finnas
,	,
att	att
Brundin	Brundin
hafft	haft
någon	någon
ond	ond
mening	mening
med	med
det	det
han	han
lemnade	lämnade
den	den
af	av
ålder	ålder
och	och
fodernöd	fodernöd
död	död
blefne	blivna
hasten	hästen
i	i
ladugården	ladugården
liggiande	liggande
tils	tills
nu	nu
i	i
wåhr	vår
eller	eller
att	att
han	han
i2	i
orättan	orättan
tid	tid
flyttiat	flyttat
från	från
hemmanet	hemmanet
,	,
effter	efter
som	som
midfastan	midfastan
kom	kom
mycket	mycket
sent	sent
i	i
åhr	år
,	,
wid	vid
den	den
tiden	tiden
man	man
elliest	eljest
plägade	plägade
både	både
träda	träda
och	och
såå	så
,	,
så	så
frierkännes	frierkänns
han	han
äfwen	även
deruthinnan	därutinnan
från	från
Ohsengii	Ohsengii
tilltahl	tilltal
.	.
	
Men	Men
för	för
det	det
Brundin	Brundin
hafft	haft
Ohsengii	Ohsengii
häst	häst
till	till
Strömsberg	Strömsberg
med	med
uthlagzsäden	utlagssäden
bör	bör
han	han
honom	honom
betala	betala
,	,
effter	efter
som	som
han	han
i	i
contractetz	kontraktets
9	9
§	§
sig	sig
förbundit	förbundit
till	till
att	att
föra	föra
den	den
bort	bort
,	,
doch	dock
det	det
allenast	allenast
med	med
2	2
daler	daler
14	14
.	.
/	/
.	.
kopparmynt	kopparmynt
,	,
emedan	emedan
Ohsengius	Ohsengius
hafft	haft
2	2
iierdingar3	fjärdingar
egen	egen
sad	säd
deribland	däribland
,	,
åliggiandes	åliggandes
ock	ock
honom	honom
,	,
Brun	Brun
/	/
din	din
,	,
att	att
sielf	själv
bestå	bestå
kyrckio	kyrko
och	och
bogårdz	bogårds
byggnaden	byggnaden
med	med
dee	de
der	där
till	till
anwände	använda
gångled	gångled
,	,
emedan	emedan
sådant	sådant
altid	alltid
hörer	hör
en	en
hallnabrukare	hallnabrukare
till	till
att	att
giöra	göra
,	,
effter	efter
som	som
contractet	kontraktet
emellan	emellan
honom	honom
och	och
jordäganden	jordägaren
intet	intet
uttryckeligen	uttryckligen
frikallar	frikallar
honom	honom
derifrån	därifrån
.	.
	
Quasstio	Quasstio
till	till
länsmannen	länsmannen
,	,
när	när
och	och
hwarest	varest
han	han
befans	befanns
drucken	drucken
?	?
	
Responsum	Responsum
,	,
under	under
högmässopredikan	högmässopredikan
uti	uti
wapen	vapen
huset	huset
,	,
derest	därest
han	han
skall	skall
funnitz	funnits
af	av
drycker	drycker
så	så
betagen	betagen
,	,
att	att
han	han
så	så
när	när
hade	hade
raglat	raglat
omkull	omkull
och	och
,	,
när	när
han	han
geck	gick
uth	ut
,	,
lemnade	lämnade
effter	efter
sig	sig
både	både
hatt	hatt
och	och
kiäpp	käpp
,	,
skolandes	skolandes
han	han
,	,
som	som
länsmannen	länsmannen
sade	sade
,	,
intet	intet
warit	varit
drucken	drucken
under	under
ottensångzpredikan	ottensångspredikan
,	,
hwaraf	varav
han	han
mente	menade
nogsamt	nogsamt
kunfna]1	kunna
finnas	finnas
,	,
det	det
han	han
måtte	måtte
hafwa	ha
emellan	emellan
predikningarne	predikningarna
warit	varit
/	/
inne	inne
på2	på
Håfgårdzberg	Håfgårdzberg
hos	hos
skolemästare	skolmästare
Brödernes	Brödernas
och	och
tagit	tagit
för	för
myckit	mycket
till	till
lifz	livs
antingen	antingen
af	av
öhl	öl
eller	eller
brännewijn	brännvin
.	.
	
Dee	De
aflade	avlade
altså	alltså
ojäfwade	ojävade
wittneseden	vittneseden
och	och
berättade	berättade
dereffter	därefter
hwar	var
för	för
sig	sig
,	,
först	först
Anders	Anders
Olssön	Olssön
,	,
att	att
när	när
gudztiensten	gudstjänsten
till	till
högmässan	högmässan
begyntes	begyntes
,	,
skal	skall
han	han
,	,
effter	efter
han	han
fann	fann
sig	sig
något	något
opasslig	opasslig
,	,
sätt	satt
sig	sig
uthe	ute
i	i
wapnhuset	vapenhuset
,	,
hwareffter	varefter
Ekeroth	Ekeroth
skal	skall
kommit	kommit
raglandes	raglandes
in	in
och	och
sätt	satt
sig	sig
på	på
skalmen	skalmen
af	av
lijkbåhren	likbåren
samt	samt
släpt	släppt
hatten	hatten
ifrån	ifrån
sig	sig
.	.
	
Sedan	Sedan
han	han
der	där
hade	hade
sutit	suttit
en	en
liten	liten
stund	stund
,	,
skal	skall
han	han
gådt	gått
in	in
till	till
wapnhuusdörren	vapenhusdörren
och	och
gifwit	givit
sig	sig
till	till
att	att
see	se
i	i
book	bok
med	med
en	en
annan	annan
samt	samt
wid	vid
detsamma	detsamma
raglat	raglat
in	in
på	på
lectoren	lektorn
wid	vid
Strengnäs	Strengnäs
gymnasium	gymnasium
herr	herr
magister	magister
Stenius	Stenius
,	,
som	som
då	då
stod	stod
der	där
wid	vid
dörren	dörren
,	,
så	så
att	att
han	han
måste	måste
wijka	vika
undan	undan
för	för
honom	honom
,	,
hwareffter	varefter
Ekeroth	Ekeroth
skal	skall
gådt	gått
raglandes	raglandes
tilbaka	tillbaka
till	till
båhren	båren
och	och
änteligen	äntligen
gådt	gått
derifrån	därifrån
uth	ut
,	,
lemnandes	lämnandes
både	både
hatt	hatt
och	och
kiäpp	käpp
effter	efter
sig	sig
,	,
hwarföre	varför
han	han
med	med
flere	flera
,	,
som	som
stodo	stod
i	i
wapnhuset	vapenhuset
den	den
gången	gången
,	,
skola	skola
bedt	bett
Olof	Olof
Larsson	Larsson
taga	taga
opp	upp
hans	hans
hatt	hatt
och	och
kiäpp	käpp
och	och
gå	gå
uth	ut
till	till
honom	honom
med	med
samt	samt
bidia	bedja
honom	honom
,	,
till	till
wijdare	vidare
förargelses	förargelses
förekommande	förekommande
,	,
bli	bli
uthe	ute
,	,
effter	efter
som	som
dee	de
nogsamt	nogsamt
kunde	kunde
finna	finna
och	och
see	se
,	,
att	att
han	han
war	var
drucken	drucken
.	.
	
Lars	Lars
Mattsson	Mattsson
,	,
att	att
han	han
ingen	ingen
wijdare	vidare
kundskap	kundskap
har	har
om	om
Ekeroths	Ekeroths
siukdomb	sjukdom
,	,
än	än
att	att
när	när
hans	hans
hustru	hustru
i	i
weckan	veckan
före	före
påsk	påsk
war	var
hoos	hos
honom	honom
och	och
han	han
frågade	frågade
effter	efter
Ekeroth	Ekeroth
,	,
skal	skall
hon	hon
swarat	svarat
,	,
det	det
han	han
1igger	1igger
siuk	sjuk
,	,
men	men
en	en
14	14
dagar	dagar
före	före
hälgen	helgen
skal	skall
han	han
warit	varit
der	där
och	och
klagat	klagat
sig	sig
öfwer	över
en	en
stark	stark
bröst	bröst
och	och
hufwudsiuka	huvudsjuka
,	,
som	som
han	han
då	då
sade	sade
sig	sig
wara	vara
beswärad	besvärad
af	av
.	.
	
Responsum	Responsum
,	,
af	av
scholemästaren	skolmästaren
Brodenii	Brodenii
hustru	hustru
.	.
	
Qusestio	Qusestio
,	,
om	om
denna	denna
Ekeroth	Ekeroth
förr	förr
plichtat	pliktat
,	,
för	för
det	det
han	han
warit	varit
drucken	drucken
?	?
	
Oansedt	Oansett
det	det
wäl	väl
kunnat	kunnat
hända	hända
,	,
att	att
denna	denna
förafskiedade	föravskedade
soldat	soldat
Erich1	Erich
Ekeroth	Ekeroth
hafft	haft
någon	någon
känning	känning
af	av
fråssan	frossan
under	under
ottesångzpredikan	ottesångspredikan
nästledne	nästlidna
påskedag	påskdag
,	,
effter	efter
som	som
han	han
föruth	förut
i	i
wåhras	våras
warit	varit
af	av
bemälte	bemälde
siukdomb	sjukdom
beswärad	besvärad
,	,
så	så
att	att
det	det
kunnat	kunnat
föranlåta	föranlåta
honom	honom
till	till
att	att
,	,
medelst	medelst
en	en
sup	sup
brännewijn	brännvin
,	,
förekomma	förekomma
siukdomens	sjukdomens
wijdare	vidare
anfall	anfall
,	,
doch	dock
emedan	emedan
han	han
intet	intet
klagat	klagat
sig	sig
för	för
någon	någon
deröfver	däröver
och	och
det	det
fördenskuld	fördenskull
fast	fast
lijkare	likare
är	är
,	,
att	att
han	han
af	av
sin	sin
effter	efter
nämdens	nämndens
intygande	intygande
wahnliga	vanliga
begiärlighet	begärlighet
till	till
att	att
dricka	dricka
och	och
supa	supa
gådt	gått
till	till
Hofgårdzberg	Hofgårdzberg
och	och
kiöpt	köpt
sig	sig
brännewijn	brännvin
samt	samt
supit	supit
så	så
mycket	mycket
deraf	därav
,	,
att	att
han	han
blifwit	blivit
drucken	drucken
,	,
hwar	var
med	med
han	han
så	så
mycket	mycket
mera	mera
hade	hade
bordt	bort
,	,
serdeles	särdeles
emellan	emellan
predikningarne	predikningarna
på	på
en	en
så	så
stoor	stor
högtidzdag	högtidsdag
,	,
innehålla	innehålla
,	,
som	som
han	han
wiste	visste
,	,
att	att
han	han
intet	intet
tåhl	tål
stort	stort
,	,
det	det
ock	ock
,	,
när	när
han	han
fann	fann
sig	sig
så	så
beskaffad	beskaffad
,	,
hade	hade
warit	varit
bättre	bättre
,	,
att	att
han	han
hållit	hållit
sig	sig
från	från
kyrckian	kyrkan
den	den
gången	gången
,	,
än	än
att	att
han	han
skulle	skulle
gå	gå
tijt	dit
och	och
giöra	göra
förargelse	förargelse
;	;
Ty	Ty
pröfwar	prövar
tingzrätten	tingsrätten
,	,
i	i
fölie	följe
af	av
Kongl.	Kungl.
Maij:tts	Maij:tts
nådigste	nådigaste
förordningar	förordningar
om	om
swalg	svalg
och	och
dryckenskap	dryckenskap
af	av
åhr	år
1733	1733
och	och
dess	dess
3	3
§	§
samt	samt
om	om
oliud	oljud
och	och
förargelse	förargelse
i	i
kyrckiorne	kyrkorna
af	av
åhr	år
1686	1686
,	,
skiäligt	skäligt
,	,
det	det
bör	bör
han	han
icke	icke
allenast	allenast
,	,
för	för
det	det
han	han
warit	varit
drucken	drucken
,	,
böta	böta
sina	sina
5	5
daler	daler
silfwermynt	silvermynt
eller	eller
sittia	sitta
en	en
söndag	söndag
i	i
ståcken	stocken
,	,
uthan	utan
och	och
,	,
för	för
det	det
han	han
kommit	kommit
drucken	drucken
i	i
kyrckian	kyrkan
under	under
gudztiensten	gudstjänsten
och	och
giordt	gjort
förargelse	förargelse
,	,
böta	böta
sina	sina
50	50
daler	daler
silfwermynt	silvermynt
eller	eller
i	i
brist	brist
af	av
botum	bot
plichta	plikta
med	med
3	3
gånger	gånger
gatulopp	gatulopp
eller	eller
,	,
så	så
framt	framt
det	det
intet	intet
beqwämligen	bekvämligen
skie	ske
kan	kan
,	,
med	med
20	20
par	par
spö	spö
till	till
3	3
slag	slag
af	av
hwart	vart
par	par
samt	samt
sedan	sedan
stå	stå
uppenbara	uppenbara
kyrckioplicht	kyrkoplikt
,	,
hwilcket	vilket
alt	allt
doch	dock
lijkwäl	likväl
den	den
högloflige	höglovlige
Kongl.	Kungl.
Maij:tts	Maij:tts
och	och
rijksens	riksens
Swea	Swea
Håfrättz	Hovrätts
högtoplysta	högtupplysta
och	och
nådrättwijsa	nådrättvisa
ompröfwande	omprövande
och	och
änteliga	ändliga
uthslag	utslag
i	i
all	all
ödmiukhet	ödmjukhet
understält	underställt
warder.2	var
/	/
Till1	Till
föllie	följe
af	av
hwad	vad
som	som
uti	uti
förra	förra
protocollet	protokollet
finnes	finns
anfördt	anfört
,	,
blef	blev
den	den
graf	grav
på	på
stora	stora
gången	gången
i	i
Wändels	Wändels
kyrckia	kyrka
herr	herr
häradzhöfdingen	häradshövdingen
Valtinsson	Valtinsson
tillhanda	tillhanda
upbuden	uppbjuden
andra	andra
gången	gången
,	,
